	M145_21	M145_29	M145_33	M145_37	M145_41	M145_45	M145_49	M145_53	M145_57	M1152_33	M1152_41	M1152_45	M1152_49	M1152_53	M1152_57	M1152_61	M1152_65	STDEV_M145_21	STDEV_M145_29	STDEV_M145_33	STDEV_M145_37	STDEV_M145_41	STDEV_M145_45	STDEV_M145_49	STDEV_M145_53	STDEV_M145_57	STDEV_M1152_33	STDEV_M1152_41	STDEV_M1152_45	STDEV_M1152_49	STDEV_M1152_53	STDEV_M1152_57	STDEV_M1152_61	STDEV_M1152_65
MALTt1r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANpts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MG2uabc	0	0	0	0	0	0	0	2.9995e-08	2.9627e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4852e-07	9.369e-07	0	0	0	0	0	0	0	0
MNLpts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOBDabc	9.0636e-06	3.8218e-06	2.703e-06	3.2424e-07	3.1304e-07	3.0318e-07	1.1626e-07	1.1477e-07	1.1339e-07	5.1843e-06	2.4412e-06	1.9305e-06	1.6015e-06	2.596e-07	2.5916e-07	2.5911e-07	2.5913e-07	5.0847e-21	6.0034e-09	3.7702e-09	2.2265e-09	1.911e-09	2.2615e-09	8.4998e-10	7.9133e-10	8.0915e-10	3.3752e-12	2.5438e-12	1.8711e-18	1.1636e-08	1.9778e-09	1.8748e-09	1.826e-09	1.8492e-09
NADH17b	6.6615	6.6625	5.1241	6.573	6.595	4.6458	4.9346	5.5842	4.4646	11.2605	5.671	6.66	6.659	5.3898	5.4446	4.6962	4.5991	0.01356	0.0055533	0.80947	0.18674	0.1397	0.64013	0.50194	0.1542	0.75137	0.32477	0.31174	0.025026	0.02947	0.42905	0.10197	0.14314	0.2663
NADH8	3.3289e-06	0.00017623	0.0056782	0.00018258	0.0018984	0.0081462	0.00067045	0.00082735	0.0037709	0.0020057	0.0028973	0.0009339	0.00063998	0.0046881	0.00071015	0.00079305	0.0049766	0.00010527	0.0055511	0.073107	0.0050844	0.04234	0.11564	0.015524	0.026133	0.070176	0.0028182	0.053046	0.017768	0.017295	0.067261	0.022403	0.022226	0.077243
NO3R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niabc	0.0013217	0	3.2267e-05	0.0013019	0	0.00028726	0.00020317	0.00080852	0.00028744	4.7872e-08	0	0.00062502	0.0005912	0.00035288	0.00025568	0	0	0.018953	0	0.0010204	0.020559	0	0.0090839	0.0064249	0.014756	0.0090898	1.5138e-06	0	0.01015	0.010784	0.011159	0.0080854	0	0
ORNabc	0.00028553	0	3.2267e-05	0	0.00034025	0	0	0	0	0	0	0	0	0.00035288	0	0	0.0002611	0.0090292	0	0.0010204	0	0.01076	0	0	0	0	0	0	0	0	0.011159	0	0	0.0082567
PPA_1	0.0018237	8.0854e-05	6.4535e-05	0.00061287	0	0.00047197	2.1664e-05	0.00046642	0.0006228	0	2.2542e-08	0.0004087	0.00024151	0.00036843	0.00084079	0.00037813	0.00056873	0.029059	0.0025568	0.0014423	0.017392	0	0.0098094	0.00039571	0.014239	0.012859	0	7.1284e-07	0.0098289	0.0076371	0.011169	0.018338	0.011958	0.011695
PROabc	0	1.4928e-06	2.4931e-06	8.8996e-07	0	4.7098e-06	3.0963e-06	2.9935e-06	0	1.4362e-07	4.5084e-08	1.295e-05	2.2766e-05	0	2.8581e-06	0	0	0	3.4558e-05	6.3589e-05	2.8143e-05	0	7.771e-05	7.4087e-05	5.581e-05	0	2.6194e-06	1.0076e-06	0.00028942	0.00051368	0	5.2128e-05	0	0
PTRCabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Piabc	0.0012079	8.4911e-05	3.2267e-05	0.0010932	0.00053195	2.8589e-05	0.00087033	0.0017289	0.0005681	9.5744e-08	0	0.00028627	0.00046132	0.00035288	0.00040299	0.0011341	0.00073941	0.022246	0.0021237	0.0010204	0.024432	0.016822	0.00090407	0.015874	0.027299	0.012698	2.1398e-06	0	0.0090528	0.010384	0.011159	0.012744	0.020686	0.013501
RIBabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RMNabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SBTpts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPMDabc	7.0143e-06	2.3323e-06	5.6564e-07	0	0	0	4.3013e-07	7.774e-07	0	0	4.5084e-08	6.0844e-07	1.3296e-06	1.3666e-06	6.9574e-07	5.128e-07	5.6669e-07	0.00012794	5.2126e-05	1.7887e-05	0	0	0	1.3602e-05	2.4583e-05	0	0	1.0076e-06	1.9241e-05	2.425e-05	3.0543e-05	2.2001e-05	1.6216e-05	1.792e-05
SUCD3	4.4841	1.8812	1.428	1.3514	1.4324	1.099	1.0812	1.0427	0.9813	3.1407	1.7359	1.3915	1.42	1.3551	1.0651	0.83275	0.82606	0.42373	0.017705	0.25226	0.14298	0.093469	0.19032	0.21942	0.10295	0.19541	0.14131	0.14154	0.072945	0.055246	0.098837	0.0669	0.10171	0.11868
SULabc	0	2.8224e-05	0	6.198e-05	0.00012313	6.1977e-05	7.2927e-05	4.9986e-05	6.1953e-05	4.7872e-08	2.2542e-08	0	0	0	0	4.4075e-05	6.1972e-05	0	0.00089251	0	0.00196	0.0027518	0.0019599	0.0023061	0.0015807	0.0019591	1.5138e-06	7.1284e-07	0	0	0	0	0.0013938	0.0019597
THD2	0	0	0	0	0	0.00055157	0.0087555	0.00066861	0.005436	0.0011161	0.0054027	0	0	0	0	0	0	0	0	0	0	0	0.017442	0.14603	0.021143	0.12149	0.035293	0.12791	0	0	0	0	0	0
THMabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREpts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUNGSabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XYLAN_DEGe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XYLabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNabc	9.1403e-05	8.9687e-05	9.1793e-05	0.00066275	0.00063877	0.00059476	0.00029128	0.0017544	0.00057446	5.2377e-05	2.4663e-05	0.00036054	0.00040823	0.001767	0.0002388	0.00047555	0.001047	1.4794e-18	0.0016174	0.0014423	0.014739	0.014232	0.013231	0.0091741	0.021835	0.012813	2.1398e-06	1.0076e-06	0.0076228	0.0087638	0.024902	0.0074688	0.010571	0.016489
tcaABC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_O05625	6.0183e-08	2.543e-08	1.8563e-08	2.0686e-09	2.1855e-09	2.1919e-09	1.8973e-09	3.5262e-09	1.1061e-09	3.6699e-08	1.9826e-08	1.1583e-08	1.4874e-08	9.887e-09	4.9959e-09	9.1849e-09	7.2317e-09	1.6028e-07	8.1488e-08	8.6885e-08	4.2241e-09	4.41e-09	3.0528e-09	1.3045e-08	7.8316e-08	8.9189e-09	6.5253e-08	1.1874e-07	3.5008e-09	1.0634e-07	1.3409e-07	9.4526e-08	1.3324e-07	1.2262e-07
prot_O06851	2.9919e-07	1.2616e-07	8.9225e-08	1.0703e-08	1.0334e-08	1.0008e-08	3.8377e-09	3.7885e-09	3.7429e-09	1.7113e-07	8.0583e-08	6.3724e-08	5.2865e-08	8.5695e-09	8.5548e-09	8.5532e-09	8.5539e-09	1.16e-21	1.9817e-10	1.2446e-10	7.3497e-11	6.3082e-11	7.4652e-11	2.8058e-11	2.6122e-11	2.671e-11	1.1142e-13	8.3972e-14	6.177e-20	3.841e-10	6.5287e-11	6.1888e-11	6.0277e-11	6.1041e-11
prot_O08333	8.1454e-07	3.3368e-08	1.2368e-07	3.009e-08	6.8802e-08	4.8677e-07	4.8173e-08	7.0718e-08	1.7662e-07	5.8318e-08	4.827e-07	8.7563e-08	1.9259e-07	1.2747e-07	2.9964e-09	2.9439e-08	2.282e-08	9.4763e-07	2.6308e-07	9.8306e-07	8.3589e-08	1.315e-06	6.5583e-06	6.1943e-07	1.2156e-06	3.3493e-06	5.3155e-07	8.7816e-06	1.3972e-06	3.0117e-06	3.5937e-06	2.2621e-08	8.7502e-07	3.5358e-07
prot_O31046	1.4379e-06	5.4304e-07	6.3834e-07	2.9643e-07	2.4789e-07	2.8336e-07	1.9453e-07	1.9848e-07	1.0205e-06	9.5712e-07	3.3308e-07	1.8115e-07	2.5361e-07	1.1893e-07	9.8808e-08	1.0523e-07	6.6401e-08	2.9103e-06	9.4215e-07	1.2218e-06	1.0327e-06	8.254e-07	8.8058e-07	6.3936e-07	7.7916e-07	1.4616e-06	2.0045e-06	9.3185e-07	5.9502e-07	7.2784e-07	6.0224e-07	5.407e-07	5.7539e-07	4.0322e-07
prot_O50491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_O50492	5.512e-10	0	2.2982e-11	3.864e-10	9.4541e-10	2.1752e-10	0	3.1811e-10	0	3.4097e-14	3.2111e-14	2.0621e-10	0	2.513e-10	0	8.1406e-10	3.6089e-10	1.2724e-08	0	7.2677e-10	1.2219e-08	1.7437e-08	6.8785e-09	0	1.006e-08	0	1.0782e-12	7.1766e-13	6.521e-09	0	7.9468e-09	0	1.4848e-08	8.0694e-09
prot_O50493	5.512e-10	0	2.2982e-11	3.864e-10	9.4541e-10	2.1752e-10	0	3.1811e-10	0	3.4097e-14	3.2111e-14	2.0621e-10	0	2.513e-10	0	8.1406e-10	3.6089e-10	1.2724e-08	0	7.2677e-10	1.2219e-08	1.7437e-08	6.8785e-09	0	1.006e-08	0	1.0782e-12	7.1766e-13	6.521e-09	0	7.9468e-09	0	1.4848e-08	8.0694e-09
prot_O50494	5.512e-10	0	2.2982e-11	3.864e-10	9.4541e-10	2.1752e-10	0	3.1811e-10	0	3.4097e-14	3.2111e-14	2.0621e-10	0	2.513e-10	0	8.1406e-10	3.6089e-10	1.2724e-08	0	7.2677e-10	1.2219e-08	1.7437e-08	6.8785e-09	0	1.006e-08	0	1.0782e-12	7.1766e-13	6.521e-09	0	7.9468e-09	0	1.4848e-08	8.0694e-09
prot_O50495	5.512e-10	0	2.2982e-11	3.864e-10	9.4541e-10	2.1752e-10	0	3.1811e-10	0	3.4097e-14	3.2111e-14	2.0621e-10	0	2.513e-10	0	8.1406e-10	3.6089e-10	1.2724e-08	0	7.2677e-10	1.2219e-08	1.7437e-08	6.8785e-09	0	1.006e-08	0	1.0782e-12	7.1766e-13	6.521e-09	0	7.9468e-09	0	1.4848e-08	8.0694e-09
prot_O50503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_O50504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_O50505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_O50506	0	3.9578e-09	2.023e-07	9.4766e-08	0	8.131e-08	0	0	9.1237e-08	2.7687e-08	1.5925e-07	1.3443e-08	0	1.4955e-07	0	1.5158e-08	0	0	1.2516e-07	4.5825e-06	2.118e-06	0	2.5713e-06	0	0	2.8852e-06	8.7554e-07	3.5592e-06	4.2511e-07	0	3.3424e-06	0	4.7934e-07	0
prot_O50515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_O50519	4.2897e-08	8.5381e-09	1.2198e-08	1.6867e-07	1.6758e-07	1.8708e-08	2.0144e-07	1.1604e-07	1.4854e-08	5.232e-11	2.5184e-07	5.9625e-08	2.2625e-08	2.4759e-07	1.4269e-08	9.3859e-09	1.6933e-07	1.1269e-06	7.5247e-08	9.2319e-08	4.6663e-06	3.4324e-06	1.6834e-07	5.5808e-06	2.2121e-06	1.399e-07	4.5055e-10	7.9627e-06	1.352e-06	1.6966e-07	7.4784e-06	1.314e-07	1.0424e-07	4.7082e-06
prot_O50522	1.0782e-08	0	8.0887e-08	0	0	0	8.3468e-08	1.6295e-08	1.3054e-07	0	1.5133e-07	0	0	0	0	0	0	3.4095e-07	0	1.8277e-06	0	0	0	1.9632e-06	5.1531e-07	2.7633e-06	0	3.3824e-06	0	0	0	0	0	0
prot_O50523	0	0	0	0	0	0	3.2335e-09	0	0	0	0	0	4.8938e-08	0	0	1.565e-09	1.1747e-09	0	0	0	0	0	0	1.0225e-07	0	0	0	0	0	1.5476e-06	0	0	3.4976e-08	2.6254e-08
prot_O50526	2.9967e-07	1.9211e-08	1.3609e-06	1.901e-06	3.0975e-07	1.008e-06	1.7562e-06	2.8058e-07	2.9173e-06	6.619e-07	5.6061e-07	1.837e-07	3.8435e-07	1.6494e-06	3.1888e-07	1.9355e-07	1.74e-06	1.5043e-06	4.2936e-07	1.4463e-05	1.1326e-05	4.1637e-06	1.104e-05	1.3359e-05	2.8462e-06	1.907e-05	6.6749e-06	9.6477e-06	2.4327e-06	4.7329e-06	1.6883e-05	3.3513e-06	1.9227e-06	1.424e-05
prot_O50528	2.8674e-08	3.3942e-09	2.9709e-09	1.6703e-09	7.6459e-10	7.1591e-09	6.9496e-09	8.2947e-09	5.3592e-09	3.9775e-09	2.4775e-08	7.0932e-09	1.2176e-08	4.6166e-09	1.3506e-09	3.3756e-09	2.9866e-09	9.0675e-07	6.1908e-08	6.6397e-08	3.733e-08	2.4179e-08	1.1303e-07	9.8086e-08	1.3095e-07	9.7747e-08	5.6138e-08	1.7811e-07	8.4525e-08	1.2783e-07	7.2886e-08	4.2711e-08	6.1569e-08	5.4474e-08
prot_O50531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_O50533	2.8602e-08	1.206e-08	8.5297e-09	1.0232e-09	9.8786e-10	9.5672e-10	3.6688e-10	3.6217e-10	3.5782e-10	1.636e-08	7.7035e-09	6.0919e-09	5.0537e-09	8.1922e-10	8.1781e-10	8.1766e-10	8.1773e-10	3.1848e-22	1.8945e-11	1.1898e-11	7.0261e-12	6.0305e-12	7.1365e-12	2.6823e-12	2.4972e-12	2.5534e-12	1.0651e-14	8.0275e-15	5.9038e-21	3.6719e-11	6.2413e-12	5.9164e-12	5.7623e-12	5.8354e-12
prot_O51917	1.7114e-08	5.7681e-09	3.7325e-09	6.1592e-09	5.6304e-09	4.6818e-09	5.0142e-09	4.1119e-09	3.6509e-09	1.2466e-08	4.3888e-10	2.965e-10	8.7079e-11	3.2449e-10	9.2447e-11	1.1888e-08	8.6488e-11	3.1263e-08	9.3574e-09	7.3012e-09	9.3413e-09	8.7034e-09	7.2812e-09	7.6452e-09	7.1402e-09	6.4219e-09	1.8101e-08	3.0042e-09	2.4059e-09	1.376e-09	2.4718e-09	1.1963e-09	4.5205e-09	1.1146e-09
prot_O54119	5.0617e-10	0	0	0	1.6531e-10	4.3503e-10	0	0	1.999e-10	3.4097e-14	0	1.0357e-10	2.3676e-10	7.5401e-10	2.3975e-10	2.0975e-10	0	9.2371e-09	0	0	0	5.2276e-09	9.7228e-09	0	0	6.3213e-09	1.0782e-12	0	3.2751e-09	5.2914e-09	1.3752e-08	5.3586e-09	4.7057e-09	0
prot_O54120	5.0617e-10	0	0	0	1.6531e-10	4.3503e-10	0	0	1.999e-10	3.4097e-14	0	1.0357e-10	2.3676e-10	7.5401e-10	2.3975e-10	2.0975e-10	0	9.2371e-09	0	0	0	5.2276e-09	9.7228e-09	0	0	6.3213e-09	1.0782e-12	0	3.2751e-09	5.2914e-09	1.3752e-08	5.3586e-09	4.7057e-09	0
prot_O54121	5.0617e-10	0	0	0	1.6531e-10	4.3503e-10	0	0	1.999e-10	3.4097e-14	0	1.0357e-10	2.3676e-10	7.5401e-10	2.3975e-10	2.0975e-10	0	9.2371e-09	0	0	0	5.2276e-09	9.7228e-09	0	0	6.3213e-09	1.0782e-12	0	3.2751e-09	5.2914e-09	1.3752e-08	5.3586e-09	4.7057e-09	0
prot_O54134	7.6367e-08	3.3536e-08	2.475e-08	7.6612e-09	5.8838e-09	6.9192e-09	7.0067e-09	5.2302e-09	4.4676e-09	4.2688e-08	2.0103e-08	2.0019e-08	1.8619e-08	4.768e-09	5.552e-09	4.3396e-09	6.9799e-09	1.7875e-08	1.8271e-08	2.2326e-08	4.7682e-08	3.4231e-08	4.0885e-08	4.7739e-08	3.9481e-08	3.3976e-08	8.7252e-11	5.1522e-11	3.6062e-08	4.12e-08	3.1589e-08	3.191e-08	2.5316e-08	3.5735e-08
prot_O54142	1.4117e-10	2.5456e-11	1.4243e-11	2.6578e-10	2.8336e-10	1.9781e-10	1.7123e-10	2.3928e-10	2.9924e-10	2.6336e-14	0	0	0	0	0	0	0	1.4702e-09	2.6727e-10	1.4187e-10	1.5652e-09	1.5188e-09	1.0874e-09	9.1603e-10	1.2234e-09	1.5841e-09	2.0567e-13	0	0	0	0	0	0	0
prot_O54143	8.585e-10	1.548e-10	8.6615e-11	1.6162e-09	1.7232e-09	1.2029e-09	1.0412e-09	1.4551e-09	1.8197e-09	1.6015e-13	0	0	0	0	0	0	0	8.9403e-09	1.6253e-09	8.627e-10	9.5181e-09	9.2361e-09	6.6128e-09	5.5705e-09	7.4399e-09	9.633e-09	1.2507e-12	0	0	0	0	0	0	0
prot_O54146	0	0	3.134e-09	4.7694e-09	0	7.6931e-10	6.1751e-09	0	2.7038e-09	0	0	0	0	0	0	0	0	0	0	9.9105e-08	1.5082e-07	0	2.4328e-08	1.9527e-07	0	8.5501e-08	0	0	0	0	0	0	0	0
prot_O54149	6.3527e-11	1.1455e-11	6.3713e-12	1.1959e-10	1.2751e-10	8.8969e-11	7.7019e-11	1.0768e-10	1.3466e-10	3.9401e-15	0	0	0	0	0	0	0	6.6158e-10	1.2027e-10	6.3843e-11	7.0434e-10	6.8348e-10	4.8933e-10	4.1222e-10	5.5056e-10	7.1284e-10	6.2205e-14	0	0	0	0	0	0	0
prot_O54150	1.4607e-08	8.7533e-09	2.9207e-08	1.1034e-08	3.2196e-09	1.9618e-08	1.7539e-08	2.7188e-09	3.4001e-09	3.7022e-08	0	0	0	0	0	0	0	4.138e-07	2.1161e-07	4.5856e-07	2.54e-07	1.7258e-08	3.1702e-07	3.4865e-07	1.3902e-08	1.7999e-08	5.2281e-07	0	0	0	0	0	0	0
prot_O54151	1.5882e-11	2.8638e-12	1.5928e-12	2.9897e-11	3.1877e-11	2.2242e-11	1.9255e-11	2.6919e-11	3.3664e-11	9.8502e-16	0	0	0	0	0	0	0	1.654e-10	3.0068e-11	1.5961e-11	1.7609e-10	1.7087e-10	1.2233e-10	1.0305e-10	1.3764e-10	1.7821e-10	1.5551e-14	0	0	0	0	0	0	0
prot_O54153	2.7402e-09	1.9535e-09	5.8753e-09	2.2806e-09	7.7925e-10	5.437e-09	4.7088e-10	1.9702e-08	8.2291e-10	7.2425e-14	0	0	0	0	0	0	0	5.2704e-08	4.2098e-08	9.2136e-08	3.4884e-08	4.1768e-09	1.5475e-07	2.5191e-09	3.0066e-07	4.3563e-09	5.656e-13	0	0	0	0	0	0	0
prot_O54154	1.3805e-09	2.4892e-10	1.3928e-10	2.5989e-09	2.7708e-09	1.9343e-09	1.6743e-09	2.3398e-09	2.9261e-09	2.5753e-13	0	0	0	0	0	0	0	1.4376e-08	2.6135e-09	1.3872e-09	1.5305e-08	1.4852e-08	1.0633e-08	8.9573e-09	1.1963e-08	1.549e-08	2.0111e-12	0	0	0	0	0	0	0
prot_O54158	3.8975e-09	7.0278e-10	3.9322e-10	7.3374e-09	7.8229e-09	5.461e-09	4.7271e-09	6.6061e-09	8.2612e-09	7.2708e-13	0	0	0	0	0	0	0	4.0588e-08	7.3787e-09	3.9166e-09	4.3211e-08	4.1931e-08	3.0021e-08	2.5289e-08	3.3776e-08	4.3733e-08	5.678e-12	0	0	0	0	0	0	0
prot_O54169	1.036e-07	1.2376e-08	4.7141e-06	8.8063e-07	0	4.5267e-07	7.3215e-07	0	8.6747e-08	1.8473e-07	5.3216e-07	1.2167e-07	3.0061e-06	1.0991e-06	6.1665e-08	8.9734e-08	6.4766e-08	1.8996e-06	3.9136e-07	2.2716e-05	5.7927e-06	0	3.4344e-06	7.6252e-06	0	3.6212e-07	3.6233e-06	9.5808e-06	2.1559e-06	8.1594e-06	1.5709e-05	1.95e-06	2.0183e-06	2.0102e-06
prot_O54170	3.6934e-07	0	1.6612e-08	4.2173e-07	1.8783e-08	8.779e-09	6.1614e-09	1.7682e-08	2.9051e-08	0	1.4259e-07	7.2938e-08	4.8441e-08	7.0324e-09	3.6464e-09	2.4387e-08	2.9409e-09	2.4441e-07	0	1.0165e-07	5.9511e-06	1.1691e-07	5.744e-08	4.2386e-08	1.0194e-07	1.5904e-07	0	4.5091e-06	1.3303e-06	1.5319e-06	5.2671e-08	3.8673e-08	1.5527e-07	3.8849e-08
prot_O54174	2.8287e-09	0	0	4.8621e-09	2.4646e-09	5.1021e-09	0	3.299e-09	2.1504e-09	1.3061e-08	5.1874e-09	3.2288e-09	5.3223e-09	4.7418e-09	3.4981e-09	0	2.5529e-09	8.9452e-08	0	0	9.0663e-08	5.522e-08	9.3058e-08	0	6.7148e-08	6.8001e-08	1.8434e-07	8.1997e-08	7.2162e-08	9.7074e-08	8.6486e-08	7.8182e-08	0	8.0731e-08
prot_O54183	0	1.537e-08	2.7434e-08	4.2053e-08	4.6807e-08	2.7251e-08	4.5915e-08	2.7024e-08	1.4087e-08	6.0433e-08	0	9.7801e-09	0	5.4405e-08	1.3621e-08	2.1155e-08	0	0	1.0253e-07	2.0871e-07	3.2995e-07	3.7949e-07	2.4739e-07	2.8688e-07	2.191e-07	1.479e-07	1.1022e-06	0	3.0927e-07	0	1.7204e-06	4.3072e-07	4.7323e-07	0
prot_O54207	8.2548e-09	8.2726e-09	0	3.4222e-08	4.1261e-08	0	4.2381e-08	1.2465e-08	8.8025e-08	0	0	0	0	0	0	0	0	2.6104e-07	1.5089e-07	0	1.0822e-06	8.055e-07	0	1.3402e-06	3.9417e-07	1.9702e-06	0	0	0	0	0	0	0	0
prot_O68608	5.0268e-07	2.1263e-07	1.5136e-07	2.1069e-08	2.1919e-08	1.8308e-08	2.0108e-08	9.3453e-09	8.9801e-09	2.8751e-07	1.3581e-10	0	0	0	0	0	1.4328e-11	8.066e-10	1.5327e-08	2.7548e-08	4.0079e-08	6.0962e-08	2.7274e-08	1.5467e-07	4.5347e-08	7.0233e-08	6.4725e-11	4.2946e-09	0	0	0	0	0	4.5309e-10
prot_O68814	1.3823e-05	5.8444e-06	3.7841e-06	5.7979e-07	5.6446e-07	5.0209e-07	2.6935e-07	2.5407e-07	2.0312e-07	7.9065e-06	3.723e-06	2.9832e-06	2.5196e-06	4.7648e-07	4.758e-07	4.5417e-07	4.3584e-07	1.408e-19	3.5745e-07	1.2058e-06	1.1016e-06	1.0539e-06	7.3115e-07	1.294e-06	1.0212e-06	7.4863e-07	1.7799e-09	7.4959e-10	6.3234e-07	9.5278e-07	1.0374e-06	1.0375e-06	9.0177e-07	7.3473e-07
prot_O68816	6.0183e-08	2.543e-08	1.8563e-08	2.0686e-09	2.1855e-09	2.1919e-09	1.8973e-09	3.5262e-09	1.1061e-09	3.6699e-08	1.9826e-08	1.1583e-08	1.4874e-08	9.887e-09	4.9959e-09	9.1849e-09	7.2317e-09	1.6028e-07	8.1488e-08	8.6885e-08	4.2241e-09	4.41e-09	3.0528e-09	1.3045e-08	7.8316e-08	8.9189e-09	6.5253e-08	1.1874e-07	3.5008e-09	1.0634e-07	1.3409e-07	9.4526e-08	1.3324e-07	1.2262e-07
prot_O69198	3.2771e-07	2.2795e-07	9.1803e-08	1.6383e-08	1.7942e-08	1.5308e-08	6.6296e-09	6.9823e-09	4.8674e-09	1.1633e-07	1.3315e-07	5.6338e-08	1.1027e-07	1.9335e-08	1.7434e-08	1.9463e-08	1.8193e-08	8.1943e-08	8.1348e-08	9.5216e-08	2.7054e-08	2.6824e-08	3.4459e-08	2.0834e-08	1.9103e-08	7.9879e-09	9.8148e-08	2.5922e-08	2.5233e-09	2.1039e-08	1.7545e-08	1.3511e-08	1.4592e-08	1.8825e-08
prot_O69808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_O69809	0	0	1.2162e-07	2.037e-07	0	1.6881e-07	1.6817e-07	0	2.8414e-07	8.0475e-08	2.319e-07	5.8727e-08	1.1701e-07	1.0889e-07	5.4522e-08	2.2073e-08	0	0	0	3.8459e-06	3.7153e-06	0	3.7729e-06	3.7586e-06	0	5.1824e-06	1.7986e-06	5.1828e-06	1.0711e-06	2.1342e-06	3.4433e-06	1.2185e-06	6.9801e-07	0
prot_O69817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_O69857	5.5153e-07	6.605e-07	8.2692e-07	7.5718e-07	7.8406e-07	1.0103e-06	9.5505e-07	9.3477e-07	1.0782e-06	7.1651e-07	6.6693e-07	2.1765e-07	3.8243e-07	1.1495e-06	4.5854e-07	1.1015e-06	2.9874e-07	9.5363e-07	1.1343e-06	1.3768e-06	1.2094e-06	1.2564e-06	1.7588e-06	1.7757e-06	1.874e-06	1.7531e-06	1.2031e-06	1.3777e-06	8.1523e-07	1.2364e-06	1.6575e-06	1.4068e-06	1.9232e-06	1.1021e-06
prot_O69861	2.7068e-08	1.1413e-08	8.0722e-09	9.6831e-10	9.3488e-10	9.0541e-10	3.472e-10	3.4275e-10	3.3863e-10	1.5483e-08	7.2904e-09	5.7651e-09	4.7827e-09	7.7529e-10	7.7395e-10	7.7381e-10	7.7387e-10	3.6482e-22	1.7929e-11	1.1259e-11	6.6493e-12	5.707e-12	6.7538e-12	2.5384e-12	2.3632e-12	2.4164e-12	1.008e-14	7.597e-15	5.5871e-21	3.475e-11	5.9066e-12	5.5991e-12	5.4533e-12	5.5224e-12
prot_O69862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
