	M145_21	M145_29	M145_33	M145_37	M145_41	M145_45	M145_49	M145_53	M145_57	M1152_33	M1152_41	M1152_45	M1152_49	M1152_53	M1152_57	M1152_61	M1152_65
VALTANo1	0.10965	0	0	0	0.0018562	0.0017954	0	0.00068006	0.00067173	0	0.014505	0	0.0094857	0	0	0	0.0015351
VALTANo2	0	0.022695	0.016051	0.0019213	0	0	0.00068862	0	0	0.030804	0	0.01147	0	0.0015371	0.0015351	0.0015351	0
VALTRSNo1	0.053854	0.022695	0.016051	0.0019213	0.0018562	0.0017954	0.00068862	0.00068006	0.00067173	0.030804	0.014505	0.01147	0.0094857	0.0015371	0.0015351	0.0015351	0.0015351
arm_VNDH_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VNDH_2No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VNDH_2No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VNDH_2No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VNDH_2No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VNDH_4No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_VPAMTr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPAMTrNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPAMTrNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_WCOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WCOSNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WCOSNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_XAND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XANDNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XANDNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XANDNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XPPTNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XTSNHNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XYLI1No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XYLI2No1	0.17518	0.12491	0.23165	0.33284	0.32158	0.20838	0.19119	0.10616	0.21566	0.23334	0.14918	0.25242	0.23506	0.24821	0.17242	0.054267	0.17947
arm_XYLK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XYLKNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XYLKNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XYLLACNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XYLTONo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_ZCARDS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZCARDSNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZCARDSNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_ZCAROTDH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZCAROTDH2No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZCAROTDH2No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0120No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0163No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0686No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0708No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0775No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0777No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACGAptsNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARBabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATPS4rNo1	0	5.084	3.6604	5.609	5.8189	3.6604	3.6604	5.4336	3.6604	7.7736	3.6604	5.9461	5.4082	3.6604	5.7799	5.9209	3.6604
arm_CA2abc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA2abc1No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA2abc1No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2abcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELLUL_DEGeNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_CHTNDG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHTNDGNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHTNDGNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHTNDGNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHTNDGNo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHTNDGNo5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHTNDGNo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHTNDGNo7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHTNDGNo8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHTNDGNo9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHTNDGNo10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHTNDGNo11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHTNDGNo12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHTNDGNo13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_COELICHELINabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COELICHELINabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COELICHELINabcNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COELICHELINabcNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COELICHELINabcNo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COELICHELINabcNo5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_CU1abc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CU1abcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CU1abcNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_CU2abc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CU2abcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CU2abcNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_CYO2a	0	0.51696	0	0.66966	0.63515	0	0.699	0.64494	0	0.0048987	0	0.62153	0.58083	0	0.59584	0.69508	0
CYO2aNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYO2aNo2	0	0.51696	0	0.66966	0.63515	0	0.699	0.64494	0	0.0048987	0	0.62153	0.58083	0	0.59584	0.69508	0
CYO2aNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYTBD2No1	0	0.043058	2.3915	0.019045	0.69316	2.0942	0.082667	0.17615	2.4273	0	3.124	1.0561	0.02384	3.3838	1.0256	1.0737	3.1672
FE3abcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_FEOXAMBabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEOXAMBabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEOXAMBabcNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRUptsNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRUpts2No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAMptsNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLCptsNo1	0	0	0	0	0	0	0.00075722	0	0	0	0	0	0	0	0	0	0
GLNabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYSabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MALTptsNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MALTt1rNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANptsNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MG2uabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MNLptsNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOBDabcNo1	9.0636e-06	3.8197e-06	2.7014e-06	3.2336e-07	3.124e-07	3.0218e-07	1.1589e-07	1.1446e-07	1.1305e-07	5.1843e-06	2.4412e-06	1.9305e-06	1.5965e-06	2.587e-07	2.5836e-07	2.5836e-07	2.5836e-07
arm_NADH17b	2.1237	6.7477	4.3417	6.7477	6.8005	4.2486	3.8285	6.7477	3.6752	12.1163	3.6306	6.796	6.7477	3.921	6.7841	6.7477	3.2592
NADH17bNo1	0	1.7272	2.2342	5.9858	5.2304	3.8629	3.8285	6.7477	3.6752	5.6947	1.9467	6.796	6.7477	3.921	6.7841	6.7477	3.2592
NADH17bNo2	2.1237	5.0205	2.1075	0.76185	1.5701	0.38566	0	0	0	6.4216	1.6839	0	0	0	0	0	0
arm_NADH8	0	0	0.00099028	0	0	9.2658e-05	4.2565e-05	0	2.4247e-05	0.0019041	0.00089659	0.00070901	0	7.3865e-05	0	0	7.9218e-05
NADH8No1	0	0	0	0	0	0	4.2565e-05	0	2.4247e-05	0	0.00089659	0.00070901	0	7.3865e-05	0	0	7.9218e-05
NADH8No2	0	0	0.00099028	0	0	9.2658e-05	0	0	0	0.0019041	0	0	0	0	0	0	0
arm_NO3R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NO3R2No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NO3R2No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NO3R2No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NO3R2No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_Niabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NiabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NiabcNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORNabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_PPA_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPA_1No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPA_1No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_PROabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROabcNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTRCabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_Piabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PiabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PiabcNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PiabcNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_RIBabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIBabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIBabcNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RMNabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SBTptsNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPMDabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_SUCD3	0.75926	1.8587	1.3144	1.3558	1.5137	1.0335	0.79958	1.6432	0.77998	3.5657	1.3479	1.5903	1.5014	1.3282	1.7079	1.723	0.79512
SUCD3No1	0.75926	1.8587	1.3144	0	1.5137	0	0.79958	1.6432	0.77998	3.5657	0	0	1.5014	1.3282	1.7079	1.723	0
SUCD3No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUCD3No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUCD3No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUCD3No5	0	0	0	1.3558	0	1.0335	0	0	0	0	1.3479	1.5903	0	0	0	0	0.79512
SUCD3No6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SULabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THD2No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THMabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREptsNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUNGSabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_XYLAN_DEGe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XYLAN_DEGeNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XYLAN_DEGeNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XYLAN_DEGeNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XYLAN_DEGeNo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XYLAN_DEGeNo5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XYLabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_ZNabc	9.1403e-05	3.852e-05	2.7243e-05	3.261e-06	3.1504e-06	3.0473e-06	1.1687e-06	1.1542e-06	1.1401e-06	5.2281e-05	2.4618e-05	1.9468e-05	1.61e-05	2.6089e-06	2.6055e-06	2.6055e-06	2.6055e-06
ZNabcNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNabcNo2	9.1403e-05	3.852e-05	2.7243e-05	3.261e-06	3.1504e-06	3.0473e-06	1.1687e-06	1.1542e-06	1.1401e-06	5.2281e-05	2.4618e-05	1.9468e-05	1.61e-05	2.6089e-06	2.6055e-06	2.6055e-06	2.6055e-06
arm_tcaABC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tcaABCNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tcaABCNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2D3DGLUCDH_REVNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_2MBCOATA_REV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MBCOATA_REVNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MBCOATA_REVNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MBCOATA_REVNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MBCOATA_REVNo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MBCOATA_REVNo5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MBCOATA_REVNo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MBCOATA_REVNo7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MBCOATA_REVNo8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MBCOATA_REVNo9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MBCOATA_REVNo10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MBCOATA_REVNo11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MBCOATA_REVNo12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3CTHPPT_REVNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3HBCOADH_REV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3HBCOADH_REVNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3HBCOADH_REVNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OADPCOAT_REVNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAR100_REV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR100_REVNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR100_REVNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR100_REVNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR100_REVNo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR100_REVNo5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR100_REVNo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR100_REVNo7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR100_REVNo8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR100_REVNo9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR100_REVNo10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAR110_REV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR110_REVNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR110_REVNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR110_REVNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR110_REVNo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR110_REVNo5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR110_REVNo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR110_REVNo7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR110_REVNo8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR110_REVNo9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR110_REVNo10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAR120_REV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR120_REVNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR120_REVNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR120_REVNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR120_REVNo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR120_REVNo5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR120_REVNo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR120_REVNo7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR120_REVNo8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR120_REVNo9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR120_REVNo10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAR121_REV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR121_REVNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR121_REVNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR121_REVNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR121_REVNo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR121_REVNo5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR121_REVNo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR121_REVNo7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR121_REVNo8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR121_REVNo9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR121_REVNo10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAR130_REV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR130_REVNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR130_REVNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR130_REVNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR130_REVNo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR130_REVNo5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR130_REVNo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR130_REVNo7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR130_REVNo8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR130_REVNo9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR130_REVNo10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAR140_REV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR140_REVNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR140_REVNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR140_REVNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR140_REVNo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR140_REVNo5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR140_REVNo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR140_REVNo7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR140_REVNo8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR140_REVNo9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR140_REVNo10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAR141_REV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR141_REVNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR141_REVNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR141_REVNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR141_REVNo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR141_REVNo5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR141_REVNo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR141_REVNo7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR141_REVNo8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR141_REVNo9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR141_REVNo10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAR150_REV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR150_REVNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR150_REVNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR150_REVNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR150_REVNo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR150_REVNo5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR150_REVNo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR150_REVNo7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR150_REVNo8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR150_REVNo9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR150_REVNo10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAR160_REV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR160_REVNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR160_REVNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR160_REVNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR160_REVNo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR160_REVNo5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR160_REVNo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR160_REVNo7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR160_REVNo8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR160_REVNo9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR160_REVNo10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAR161_REV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR161_REVNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR161_REVNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR161_REVNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR161_REVNo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR161_REVNo5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR161_REVNo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR161_REVNo7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR161_REVNo8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR161_REVNo9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR161_REVNo10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAR170_REV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR170_REVNo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR170_REVNo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR170_REVNo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
