"Pathways"	"Subsystem 1"	"Subsystem 2"
PWY-6433	Hydroxy-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis
PWY-5994	Palmitate-Biosynthesis	Fatty-acid-biosynthesis
PWY-5971	Palmitate-Biosynthesis	Fatty-acid-biosynthesis
PWY-5367	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis
PWY-6710	Hydroxy-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis
PWY-7618	Hydroxy-Fatty-Acids-Biosynthesis // Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis
PWY-5362	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis
PWY-5972	Stearate-Biosynthesis	Fatty-acid-biosynthesis
PWY-5989	Stearate-Biosynthesis	Fatty-acid-biosynthesis
PWY3O-355	Stearate-Biosynthesis	Fatty-acid-biosynthesis
PWY-4942	Cyclopropane-fatty-acid-biosyn	Fatty-acid-biosynthesis
PWY-7337	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-7339	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-7338	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-7340	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-5451	Acetone-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-5533	Acetone-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-7466	Acetone-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-2724	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-6944	Steroids-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-2501	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY66-387	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY66-388	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-7288	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
FAO-PWY	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-5136	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-5137	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-6837	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY66-391	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY0-1337	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-7291	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-7307	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-7292	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-6948	Steroids-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-6937	Steroids-Degradation // Super-Pathways	Fatty-Acid-and-Lipid-Degradation // Pathways
PWY-6943	Steroids-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-5138	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-6352	Phospholipid-Biosynthesis	Lipid-Biosynthesis
PWY-7155	Sterol-Biosynthesis	Lipid-Biosynthesis
PWY-7455	Sterol-Biosynthesis	Lipid-Biosynthesis
PWY-7684	Glycolipids-Biosynthesis	Lipid-Biosynthesis
PWY-6350	Phospholipid-Biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways
PWY-6141	Phospholipid-Biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways
PWY-6061	Sterol-Biosynthesis	Lipid-Biosynthesis
PWY-6032	Sterol-Biosynthesis	Lipid-Biosynthesis
PWY-6036	Sterol-Biosynthesis	Lipid-Biosynthesis
PWY-6349	Phospholipid-Biosynthesis	Lipid-Biosynthesis
PWY3DJ-12	Sphingolipid-Biosynthesis	Lipid-Biosynthesis
PWY-7404	Sphingolipid-Biosynthesis	Lipid-Biosynthesis
PWY18C3-1	Sterol-Biosynthesis	Lipid-Biosynthesis
PWY66-341	Sterol-Biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways
PWY66-3	Sterol-Biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways
PWY66-4	Sterol-Biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways
PWY-8028	Sterol-Biosynthesis // TRITERPENOID-SYN	Lipid-Biosynthesis // Terpenoid-Biosynthesis
PWY-6799	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY-4381	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY-5966	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY-5965	Fatty-acid-biosynthesis	Lipid-Biosynthesis
FASYN-ELONG-PWY	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY-7094	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY-5970	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY-7840	Sphingolipid-Biosynthesis	Lipid-Biosynthesis
PWY-401	Glycolipids-Biosynthesis	Lipid-Biosynthesis
PWY-7666	Glycolipids-Biosynthesis	Lipid-Biosynthesis
PWY-7836	Sphingolipid-Biosynthesis	Lipid-Biosynthesis
PWY-7838	Sphingolipid-Biosynthesis	Lipid-Biosynthesis
PWY-7902	Glycolipids-Biosynthesis	Lipid-Biosynthesis
PWY-782	Glycolipids-Biosynthesis	Lipid-Biosynthesis
PWY-7839	Sphingolipid-Biosynthesis	Lipid-Biosynthesis
PWY-6132	Sterol-Biosynthesis	Lipid-Biosynthesis
PWYG-321	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY-7841	Sphingolipid-Biosynthesis	Lipid-Biosynthesis
PWY-7388	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY-8027	Sterol-Biosynthesis	Lipid-Biosynthesis
PWY-7411	Phospholipid-Biosynthesis	Lipid-Biosynthesis
PWY-7039	Phospholipid-Biosynthesis	Lipid-Biosynthesis
PWY-7885	Glycolipids-Biosynthesis	Lipid-Biosynthesis
PWY-762	Phospholipid-Biosynthesis	Lipid-Biosynthesis
PWY-7417	Phospholipid-Biosynthesis	Lipid-Biosynthesis
PWY-2541	Sterol-Biosynthesis // TRITERPENOID-SYN	Lipid-Biosynthesis // Terpenoid-Biosynthesis
PWY-7782	Phospholipid-Biosynthesis	Lipid-Biosynthesis
PWY-7738	Glycolipids-Biosynthesis	Lipid-Biosynthesis
PWY-6648	Glycolipids-Biosynthesis // SECONDARY-METABOLITE-BIOSYNTHESIS	Lipid-Biosynthesis // Biosynthesis
PWY-7277	Sphingolipid-Biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways
PWY-5129	Sphingolipid-Biosynthesis	Lipid-Biosynthesis
SPHINGOLIPID-SYN-PWY	Sphingolipid-Biosynthesis	Lipid-Biosynthesis
PWY-8026	Sterol-Biosynthesis	Lipid-Biosynthesis
PWY66-5	Sterol-Biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways
PWY0-881	Fatty-acid-biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways
PWY-5156	Fatty-acid-biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways
FASYN-INITIAL-PWY	Fatty-acid-biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways
PWY-6285	Fatty-acid-biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways
PWY-7835	Sphingolipid-Biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways
PWY-6113	Fatty-acid-biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways
PHOSLIPSYN-PWY	Phospholipid-Biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways
PHOSLIPSYN2-PWY	Phospholipid-Biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways
PWY-7588	Sterol-Biosynthesis	Lipid-Biosynthesis
PWY-5080	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY-7036	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY-6074	Sterol-Biosynthesis	Lipid-Biosynthesis
PWY-6014	Vernolate-Biosynthesis	Epoxy-Fatty-Acids-Biosynthesis // Unsaturated-Fatty-Acids-Biosynthesis
PWY-7634	Vernolate-Biosynthesis	Epoxy-Fatty-Acids-Biosynthesis // Unsaturated-Fatty-Acids-Biosynthesis
PWY-6917	Vernolate-Biosynthesis	Epoxy-Fatty-Acids-Biosynthesis // Unsaturated-Fatty-Acids-Biosynthesis
PWY-5411	Resin-Acids-Biosynthesis	DITERPENOID-SYN
PWY-5421	Resin-Acids-Biosynthesis	DITERPENOID-SYN
PWY-6653	GIBBERELLIN-SYN	DITERPENOID-SYN // Plant-Hormone-Biosynthesis
PWY-5032	GIBBERELLIN-SYN	DITERPENOID-SYN // Plant-Hormone-Biosynthesis
PWY-5034	GIBBERELLIN-SYN	DITERPENOID-SYN // Plant-Hormone-Biosynthesis
PWY-5422	Resin-Acids-Biosynthesis	DITERPENOID-SYN
PWY-5412	Resin-Acids-Biosynthesis	DITERPENOID-SYN
PWY-5413	Resin-Acids-Biosynthesis	DITERPENOID-SYN
PWY-5414	Resin-Acids-Biosynthesis	DITERPENOID-SYN
PWY-5063	Phytyl-Diphosphate-Biosynthesis	DITERPENOID-SYN
PWY-5416	Resin-Acids-Biosynthesis // Super-Pathways	DITERPENOID-SYN // Pathways
PWY-5052	GIBBERELLIN-SYN // Super-Pathways	DITERPENOID-SYN // Plant-Hormone-Biosynthesis // Pathways
PWY-5053	GIBBERELLIN-SYN // Super-Pathways	DITERPENOID-SYN // Plant-Hormone-Biosynthesis // Pathways
PWY0-1299	Acid-Resistance	Detoxification
PWY-4202	Arsenate-Detoxification	Detoxification
PWY-4621	Arsenate-Detoxification	Detoxification
PWY-6421	Arsenate-Detoxification	Detoxification
PWY-2261	REACTIVE-OXYGEN-SPECIES-DEGRADATION	Detoxification
PWY-7142	Cyanide-Detoxification	Detoxification
PWY0-1305	Acid-Resistance // GLUTAMATE-DEG	Detoxification // Proteinogenic-Amino-Acids-Degradation
PWY-7685	Acid-Resistance // L-Malate-Degradation	Detoxification // CARBOXYLATES-DEG
PWY-6828	Antibiotic-Resistance	Detoxification
PWY-6471	Antibiotic-Resistance // Peptidoglycan-Biosynthesis // Super-Pathways	Detoxification // Cell-Wall-Biosynthesis // Pathways
PWY-6470	Antibiotic-Resistance // Peptidoglycan-Biosynthesis // Super-Pathways	Detoxification // Cell-Wall-Biosynthesis // Pathways
P641-PWY	Mercury-Detoxification	Detoxification
PWY0-1338	Antibiotic-Resistance // Lipopolysaccharide-Biosynthesis	Detoxification // Cell-Structure-Biosynthesis
DETOX1-PWY-1	REACTIVE-OXYGEN-SPECIES-DEGRADATION // Super-Pathways	Detoxification // Pathways
PWY-6931	Seleno-Amino-Acid-Detoxification	Detoxification // Selenium-Metabolism
PWY-6935	Seleno-Amino-Acid-Detoxification	Detoxification // Selenium-Metabolism
PWY-6933	Seleno-Amino-Acid-Detoxification	Detoxification // Selenium-Metabolism
DETOX1-PWY	REACTIVE-OXYGEN-SPECIES-DEGRADATION	Detoxification
PWY-7096	Antibiotic-Resistance	Detoxification
PWY-7997	Demethylmenaquinol-6-Biosynthesis	Demethylmenaquinone-Biosynthesis
PWY-5853	Demethylmenaquinol-6-Biosynthesis	Demethylmenaquinone-Biosynthesis
PWY-7372	Demethylmenaquinol-6-Biosynthesis	Demethylmenaquinone-Biosynthesis
PWY-5852	Demethylmenaquinol-8-Biosynthesis	Demethylmenaquinone-Biosynthesis
PWY-6262	Demethylmenaquinol-8-Biosynthesis	Demethylmenaquinone-Biosynthesis
PWY-5860	Demethylmenaquinol-6-Biosynthesis // Super-Pathways	Demethylmenaquinone-Biosynthesis // Pathways
PWY-7373	Demethylmenaquinol-6-Biosynthesis // Super-Pathways	Demethylmenaquinone-Biosynthesis // Pathways
PWY-5861	Demethylmenaquinol-8-Biosynthesis // Super-Pathways	Demethylmenaquinone-Biosynthesis // Pathways
PWY-7308	Acrylonitrile-Degradation	Other-Degradation
PWY-7309	Acrylonitrile-Degradation	Other-Degradation
PWY-1164	Carbon-disulfide-degradation	Other-Degradation
PWY-5336	Carbon-disulfide-degradation	Other-Degradation
PWY-7926	Carbon-disulfide-degradation	Other-Degradation
P181-PWY	Nicotine-Degradation	Other-Degradation
PWY-6993	Nicotine-Degradation	Other-Degradation
PWY-7128	Nicotine-Degradation	Other-Degradation
PWY66-201	Nicotine-Degradation	Other-Degradation
PWY66-221	Nicotine-Degradation	Other-Degradation
P344-PWY	Acrylonitrile-Degradation // Super-Pathways	Other-Degradation // Pathways
P581-PWY	Thiocyanate-Degradation	Other-Degradation
PWY-743	Thiocyanate-Degradation	Other-Degradation
PWY-7557	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-7013	Alcohol-Degradation // Fermentation-to-propanoate	Degradation // Fermentation-to-Acids
12DICHLORETHDEG-PWY	CHLORINATED-COMPOUNDS-DEG	Degradation
PWY-7009	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-7480	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-7698	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-5654	CARBOXYLATES-DEG	Degradation
PWY-5652	CARBOXYLATES-DEG	Degradation
PWY-6210	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-7008	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-5162	CARBOXYLATES-DEG	Degradation
PWY-7011	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-7010	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-721	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-2361	CARBOXYLATES-DEG	Degradation
PWY0-1277	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	Degradation // Pathways
PWY-6368	Fatty-Acid-and-Lipid-Degradation	Degradation
PWY-7006	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-7081	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-7002	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
4-HYDROXYMANDELATE-DEGRADATION-PWY	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-6185	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-7948	CARBOXYLATES-DEG	Degradation
4TOLCARBDEG-PWY	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-6340	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-6995	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY0-1313	CARBOXYLATES-DEG	Degradation
ACETOACETATE-DEG-PWY	Fatty-Acid-and-Lipid-Degradation	Degradation
PWY-6028	Carbohydrates-Degradation	Degradation
PWY-6373	CARBOXYLATES-DEG	Degradation
P481-PWY	Other-Degradation	Degradation
P345-PWY	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-723	Other-Degradation	Degradation
PWY-6377	Other-Degradation	Degradation
BENZCOA-PWY	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	Degradation // Pathways
PWY6666-1	Fatty-Acid-and-Lipid-Degradation	Degradation
PWY-6533	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-7431	AMINE-DEG	Degradation
P482-PWY	Other-Degradation	Degradation
PWY-6370	COFACTOR-DEGRADATION	Degradation
PWY0-1569	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY-5450	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-7586	Carbohydrates-Degradation	Degradation
PWY5F9-12	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY66-241	Other-Degradation	Degradation
PWY-7780	Carbohydrates-Degradation	Degradation
PWY-6550	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-7750	C1-COMPOUNDS	Degradation
PWY-6483	Fatty-Acid-and-Lipid-Degradation	Degradation
PWY-6781	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-6038	CARBOXYLATES-DEG	Degradation
PWY0-1527	SECONDARY-METABOLITE-DEGRADATION	Degradation
P401-PWY	Other-Degradation	Degradation
PWY-301	CARBOXYLATES-DEG	Degradation
CYCLOHEXANOL-OXIDATION-PWY	Alcohol-Degradation	Degradation
PWY-7872	CARBOXYLATES-DEG	Degradation
PWY-7873	CARBOXYLATES-DEG	Degradation
GLUCONSUPER-PWY	CARBOXYLATES-DEG	Degradation
PWY-7310	CARBOXYLATES-DEG	Degradation
PWY0-1465	CARBOXYLATES-DEG	Degradation
PWY-7871	CARBOXYLATES-DEG	Degradation
P661-PWY	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
P662-PWY	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-681	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-7747	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-6532	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY6666-2	AMINE-DEG	Degradation
PWY-7855	AMINE-DEG	Degradation
PWY-7951	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY0-1477	AMINE-DEG	Degradation
PWY-481	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY0-1280	Alcohol-Degradation	Degradation
PWY-1722	C1-COMPOUNDS	Degradation
PWY-1881	C1-COMPOUNDS // CHEMOAUTOTROPHIC-ENERGY-METABOLISM	Degradation // Energy-Metabolism
PWY-3621	AMINE-DEG // Super-Pathways	Degradation // Pathways
GAMMAHEXCHLORDEG-PWY	CHLORINATED-COMPOUNDS-DEG	Degradation
PWY-5177	CARBOXYLATES-DEG	Degradation
PWY-7559	COFACTOR-DEGRADATION	Degradation
PWY-4261	Fatty-Acid-and-Lipid-Degradation // GLYCEROL-DEG	Degradation // Alcohol-Degradation
PWY-6341	Polymer-Degradation	Degradation
PWY-6423	Protein-Degradation	Degradation
PWY-6181	AMINE-DEG	Degradation
PWY-7430	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-5736	AMINE-DEG	Degradation
PWY-5749	CARBOXYLATES-DEG	Degradation
PWY-7825	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-7874	CARBOXYLATES-DEG	Degradation
M-CRESOL-DEGRADATION-PWY	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-142	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-7582	Other-Degradation	Degradation
CO2FORM-PWY	C1-COMPOUNDS // METHANOGENESIS	Degradation // ANAEROBIC-RESPIRATION
PWY-7616	Alcohol-Degradation // Detoxification // Super-Pathways	Degradation // Pathways
PWY-5489	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-7779	Carbohydrates-Degradation	Degradation
METHYLGALLATE-DEGRADATION-PWY	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-6184	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-5074	CARBOXYLATES-DEG	Degradation
PWY-6111	Fatty-Acid-and-Lipid-Degradation	Degradation
PWY0-1546	Polymer-Degradation	Degradation
PWY-7978	Other-Degradation	Degradation
PWY-6956	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	Degradation // Pathways
PWY-6021	CARBOXYLATES-DEG	Degradation
PWY-5355	Other-Degradation	Degradation
P201-PWY	Other-Degradation	Degradation
PWY-6342	HORMONE-DEG	Degradation
PWY-5532	NUCLEO-DEG	Degradation
P621-PWY	Other-Degradation	Degradation
P221-PWY	Other-Degradation	Degradation
P342-PWY	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
2ASDEG-PWY	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-5273	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	Degradation // Pathways
PWY-5163	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-5266	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	Degradation // Pathways
PWY-741	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-5490	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PARATHION-DEGRADATION-PWY	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PCPDEG-PWY	CHLORINATED-COMPOUNDS-DEG	Degradation
PWY-7367	Fatty-Acid-and-Lipid-Degradation	Degradation
PWY-7366	Fatty-Acid-and-Lipid-Degradation	Degradation
LIPASYN-PWY	Fatty-Acid-and-Lipid-Degradation // Metabolic-Clusters	Degradation // Pathways
PWY5F9-3233	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY66-389	Alcohol-Degradation	Degradation
PWY-7982	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-7783	Fatty-Acid-and-Lipid-Degradation	Degradation
PWY-7794	Polymer-Degradation	Degradation
PWY-6464	Alcohol-Degradation	Degradation
P561-PWY	AMINE-DEG	Degradation
P343-PWY	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-8022	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY-6313	HORMONE-DEG	Degradation
SOPHOROSYLOXYDOCOSANOATE-DEG-PWY	Fatty-Acid-and-Lipid-Degradation	Degradation
PWY-7119	Fatty-Acid-and-Lipid-Degradation	Degradation
PWY3DJ-11470	Fatty-Acid-and-Lipid-Degradation	Degradation
PWY-6941	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
ACETATEUTIL-PWY	CARBOXYLATES-DEG // Super-Pathways	Degradation // Pathways
PWY-6954	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	Degradation // Pathways
PWY-2504	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	Degradation // Pathways
PWY-1882	C1-COMPOUNDS // Super-Pathways	Degradation // Pathways
GLYCOL-GLYOXDEG-PWY	Alcohol-Degradation // Super-Pathways	Degradation // Pathways
METHGLYUT-PWY	Aldehyde-Degradation // Super-Pathways	Degradation // Pathways
GLCMANNANAUT-PWY	AMINE-DEG // Super-Pathways	Degradation // Pathways
P441-PWY	CARBOXYLATES-DEG // Super-Pathways	Degradation // Pathways
PWY-5062	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	Degradation // Pathways
ORNDEG-PWY	AMINE-DEG // Super-Pathways	Degradation // Pathways
PWY-6071	AMINE-DEG // Phenolic-Compounds-Degradation // Super-Pathways	Degradation // AROMATIC-COMPOUNDS-DEGRADATION // Pathways
PWY0-1297	NUCLEO-DEG // Super-Pathways	Degradation // Pathways
PWY-6182	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	Degradation // Pathways
PWY-6962	AMINE-DEG // Super-Pathways	Degradation // Pathways
PWY-6339	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	Degradation // Pathways
PWY-7114	SECONDARY-METABOLITE-DEGRADATION	Degradation
PWY-7795	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PCEDEG-PWY	CHLORINATED-COMPOUNDS-DEG	Degradation
PWY-6688	HORMONE-DEG	Degradation
LIPAS-PWY	Fatty-Acid-and-Lipid-Degradation	Degradation
PWY-5822	CHLORINATED-COMPOUNDS-DEG	Degradation
PWY-7085	AMINE-DEG	Degradation
PWY-6968	AMINE-DEG	Degradation
PWY-5499	COFACTOR-DEGRADATION	Degradation
PWY-8000	Other-Degradation	Degradation
PWY-4702	Phytate-Degradation	CYCLITOLS-DEG
PWY-4781	Phytate-Degradation	CYCLITOLS-DEG
PWY-6361	Phytate-Biosynthesis	Cyclitols-Biosynthesis
PWY-6362	Phytate-Biosynthesis	Cyclitols-Biosynthesis
PWY-4661	Phytate-Biosynthesis	Cyclitols-Biosynthesis
PWY-6372	Phytate-Biosynthesis	Cyclitols-Biosynthesis
PWY-6554	Phytate-Biosynthesis	Cyclitols-Biosynthesis
PWY-6738	Pinitol-Biosynthesis	Cyclitols-Biosynthesis
PWY-6739	Pinitol-Biosynthesis	Cyclitols-Biosynthesis
PWY-6555	Phytate-Biosynthesis // Super-Pathways	Cyclitols-Biosynthesis // Pathways
PWY-7864	Quinone-Biosynthesis	Cofactor-Biosynthesis
PWY-5816	Polyprenyl-Biosynthesis	Cofactor-Biosynthesis
PWY-5806	Polyprenyl-Biosynthesis	Cofactor-Biosynthesis
PWY8J2-1	Reductants	Cofactor-Biosynthesis
PWY-7993	Quinone-Biosynthesis	Cofactor-Biosynthesis
PWY-7377	Cobyrinate-diamide-Biosynthesis	Cofactor-Biosynthesis
PWY-7376	Cobyrinate-diamide-Biosynthesis	Cofactor-Biosynthesis
COA-PWY	CoA-Biosynthesis	Cofactor-Biosynthesis
PWY-7851	CoA-Biosynthesis	Cofactor-Biosynthesis
PWY-5207	CoB-CoM-Reduction	Cofactor-Biosynthesis
PWY-7865	CoB-CoM-Reduction	Cofactor-Biosynthesis
PWY-7866	CoB-CoM-Reduction	Cofactor-Biosynthesis
PWY-7867	CoB-CoM-Reduction	Cofactor-Biosynthesis
PWY-7868	CoB-CoM-Reduction	Cofactor-Biosynthesis
P261-PWY	Coenzyme-M-Biosynthesis	Cofactor-Biosynthesis
PWY-6643	Coenzyme-M-Biosynthesis	Cofactor-Biosynthesis
PWY3O-6	Vitamin-Biosynthesis	Cofactor-Biosynthesis
PWY-5785	Polyprenyl-Biosynthesis	Cofactor-Biosynthesis
PWY-5817	Polyprenyl-Biosynthesis	Cofactor-Biosynthesis
PWY-5663	Tetrahydrobiopterin-Biosynthesis	Cofactor-Biosynthesis
PWY-5664	Tetrahydrobiopterin-Biosynthesis	Cofactor-Biosynthesis
PWY-4041	Reductants // Super-Pathways	Cofactor-Biosynthesis // Pathways
PWY-5122	Polyprenyl-Biosynthesis	Cofactor-Biosynthesis
PWY-4181	Reductants	Cofactor-Biosynthesis
GLUTATHIONESYN-PWY	Reductants	Cofactor-Biosynthesis
GLUT-REDOX-PWY	Reductants	Cofactor-Biosynthesis
PWY-4081	Reductants	Cofactor-Biosynthesis
PWY-5807	Polyprenyl-Biosynthesis	Cofactor-Biosynthesis
HEXPPSYN-PWY	Polyprenyl-Biosynthesis	Cofactor-Biosynthesis
PWY-6840	Reductants	Cofactor-Biosynthesis
PWY-7382	Lipoate-Biosynthesis	Cofactor-Biosynthesis
PWY0-501	Lipoate-Biosynthesis	Cofactor-Biosynthesis
PWY0-1275	Lipoate-Biosynthesis	Cofactor-Biosynthesis
PWY-6987	Lipoate-Biosynthesis	Cofactor-Biosynthesis
PWY0-522	Lipoate-Biosynthesis	Cofactor-Biosynthesis
PWY-6984	Lipoate-Biosynthesis	Cofactor-Biosynthesis
PWY-6823	Molybdenum-Cofactor-Biosynthesis	Cofactor-Biosynthesis
PWY-6383	Polyprenyl-Biosynthesis	Cofactor-Biosynthesis
PWY1G-0	Reductants	Cofactor-Biosynthesis
PWY1G-126	Reductants	Cofactor-Biosynthesis
NADPHOS-DEPHOS-PWY	NAD-Metabolism	Cofactor-Biosynthesis
NADPHOS-DEPHOS-PWY-1	NAD-Metabolism	Cofactor-Biosynthesis
PWY-5083	NAD-Metabolism	Cofactor-Biosynthesis
PWY-7268	NAD-Metabolism	Cofactor-Biosynthesis
PWY-7269	NAD-Metabolism	Cofactor-Biosynthesis
PWY-5805	Polyprenyl-Biosynthesis	Cofactor-Biosynthesis
PWY-6520	Polyprenyl-Biosynthesis	Cofactor-Biosynthesis
PWY-5783	Polyprenyl-Biosynthesis	Cofactor-Biosynthesis
PWY-7781	Quinone-Biosynthesis	Cofactor-Biosynthesis
POLYISOPRENSYN-PWY	Polyprenyl-Biosynthesis // Super-Pathways	Cofactor-Biosynthesis // Pathways
