Uniprot	Gene
Q9K3L5	SCO1045
Q9F322	SCO3796
Q9K3S5	SCO3139
Q9F358	SCO2417
Q9S2Q4	SCO2182
Q9RDA8	SCO2843
Q9Z508	SCO1957
Q9EWG5	SCO4969
Q9K3G3	SCO1278
Q9RDC1	SCO2830
Q9KYU8	SCO3197
Q8CJV6	SCO3800
O50500	SCO6006
Q9RCV8	SCO0853
Q9S2A6	SCO1724
Q9X935	SCO3582
Q9Z509	SCO1956
Q9AD55	SCP1.95
O69982	SCO5806
Q9L039	SCO7016
Q9RD11	SCO0900
Q9X8S5	SCO3658
Q9K3H3	SCO1267
Q7AKI4	SCO5046
O69818	SCO6424
Q9F360	SCO2415
Q9KYH1	SCO2701
Q9K3Q4	SCO1094
Q9X850	SCO3389
Q9RCW3	SCO0848
Q8R5N2	SCO4601
Q9FCM3	SCO7791a
Q9L1F6	SCO5449
Q93IU0	SCO5115
Q9RCY8	SCO0922
Q9FCC0	SCO1247
Q9K4L9	SCO7295
Q9L1Z0	SCO2645
Q9RKA6	SCO3182
Q9X8N4	SCO3378
O69862	SCO6032
Q9K3Q8	SCO1090
Q9K485	SCO5238
Q8CJX4	SCO3184
Q9K440	SCO1059
Q9XAG5	SCO5324
Q9RD24	SCO0886
Q9RDQ5	SCO2379
Q9FBP5	SCO5032
Q9RJ46	SCO1822
Q9X7R8	SCO7282
Q9S2M6	SCO2117
Q8CJK2	SCO7374
Q9Z360	SCO3219
Q9L0L9	SCO4641
Q9X7Q7	SCO6751
Q9AD88	SCO1679
Q9KZL9	SCO3025
Q9EWF1	SCO4945
Q9RKC0	SCO3167
Q9XA57	SCO3820
Q9RCY3	SCO0927
Q9X915	SCO3550
Q9K3R3	SCO1085
Q9KZE7	SCO7006
Q9X8G8	SCO3344
Q9K4J3	SCO7321
Q9KXX1	SCO4270
Q9RL38	SCO0449
Q9RKN7	SCO2291
O86638	SCO5718
Q9RD34	SCO0875
Q9L105	SCO1454
Q9RK35	SCO0681
Q9L231	SCO6801
Q9RD58	SCO0624
Q9FCI0	SCO4188
Q9F2W9	SCO4592
Q9EX36	SCO1003
Q9F353	SCO5117
Q9S2M9	SCO2114
Q9L1T1	SCO2964
Q9RDK0	SCO2586
Q9FCK0	SCO5188
O87857	SCO6602
Q9RJF8	SCO0476
Q9X8F5	SCO3282
Q93J82	SCO2815
Q8CJU9	SCO4097
Q9L168	SCO7447
Q8CJW1	SCO3590
Q9RIT8	SCO0969
Q9S2Y9	SCO2026
Q9F3A2	SCO7573
Q9L2B5	SCO5405
Q9L1G9	SCO2608
Q9RL03	SCO0315
Q9K3W1	SCO4383
Q9F3J4	SCO5271
Q9RKR8	SCO2260
Q9RDP2	SCO2395
Q9S2M5	SCO2118
Q9RL06	SCO0312
Q9ZBU8	SCO6140
Q9RJN4	SCO0610
Q9K460	SCO7225
Q93IX6	SCO1294
Q9XAA3	SCO0822
O54154	SCO5891
Q9XA18	SCO3846
Q9L1V6	SCO6829
Q9L2H5	SCO2508
Q9L1Y3	SCO2652
Q9ADM8	SCO4030
Q9RDH0	SCO2757
Q9RKK2	SCO4082
Q9RK12	SCO0494
Q9KZK6	SCO3039
Q9RJE5	SCO0747
Q9X9X9	SCO1893
Q9FCG8	SCO4201
Q9RDC6	SCO2497
O86747	SCO5652
Q9X7U3	SCO7256
Q9FCH5	SCO4194
Q9WX07	SCO3327
Q9L0A4	SCO2442
Q9RJK7	SCO0381
Q9RJJ7	SCO0391
Q9Z504	SCO1962
Q93IU5	SCO5110
Q9F3B6	SCO7559
Q9RJC6	SCO0767
Q8CJP3	SCO6113
Q7AKM9	SCO3051
O88048	SCO1588
Q9Z561	SCO5518
Q9RIX0	SCO0143
Q9RI44	SCO0202
Q9F3I4	SCO2797
Q9ZC10	SCO6503
Q9X8I5	SCO3405
O54126	SCO5930
Q9KYD0	SCO6900
Q9Z4Y3	SCO3248
O87845	SCO6590
Q9L2I8	SCO0721
Q9S274	SCO1815
Q9F3Q7	SCO7630
Q93RX8	SCO6294
Q9KYG6	SCO2706
Q9XAE2	SCO5293
Q9KXY6	SCO2429
Q9XAJ3	SCO3609
Q9X926	SCO3561
Q9KZB2	SCO4834
O50513	SCO5839
O50520	SCO5846
Q9X816	SCO2158
Q9K468	SCO7217
Q9KXZ8	SCO7345
Q9L1E2	SCO5463
Q9KZ99	SCO4847
Q9F3L7	SCO5247
Q8CJP2	SCO6114
Q93JB9	SCO7477
Q9EWZ2	SCO1134
Q9L240	SCO6792
Q9RK91	SCO0271
Q9XA65	SCO3812
Q9EWG7	SCO4971
Q9L015	SCO2298
Q9RIY4	SCO0181
Q9RJK9	SCO0379
Q9FBS2	SCO7170
Q9L2B7	SCO5403
Q9KZ97	SCO4849
Q9KZ90	SCO4856
O86669	SCO6377
O54177	SCO5948
Q9RJ81	SCO1620
Q9KYT6	SCO5679
Q9ADF2	SCO6111
Q9L0Q1	SCO4240
Q9S2W0	SCO2096
Q9K4J0	SCO7235
Q9L1H0	SCO2607
Q9F3L0	SCO5255
Q9AJX3	SCO1804
O86650	SCO5731
O54122	SCO5926
Q9RK85	SCO0524
Q9F370	SCO4418
Q7AKF3	SCO5999
Q9Z5A4	SCO6198
Q9KY51	SCO4813
Q9S2D4	SCO0279
Q9S254	SCO1698
Q9WX06	SCO3328
Q9ZBN1	SCO6178
Q9F3B5	SCO7560
Q9S2L2	SCO1991
Q9X9W8	SCO1904
Q9F3A6	SCO7569
Q9KY54	SCO4810
Q9RIZ3	SCO0172
Q9XAI7	SCO3615
Q9K493	SCO5230
Q9F399	SCO7576
Q93J68	SCO0975
Q9F340	SCO5130
Q9EWF6	SCO4950
O50483	SCO5765
Q9X802	SCO2143
Q9RI96	SCO0079
Q9ZBR2	SCO5567
Q9K3T1	SCO3133
Q9L147	SCO7412
O86705	SCO6523
Q9K466	SCO7219
Q9FC11	SCO7073
Q8CJT6	SCO4481
Q9AD97	SCO1670
Q9L026	SCO7029
Q9RJ44	SCO1824
Q9RD49	SCO0633
Q9L1J1	SCO2726
Q9ZBR4	SCO5565
Q9RJK4	SCO0384
Q9ZBU4	SCO6144
Q9F350	SCO5120
Q9KZG2	SCO6990
Q9S2G3	SCO2918
Q9KYI3	SCO2689
Q9EWU9	SCO4911
Q9F2S5	SCO4464
Q9ZBJ1	SCO6483
Q9F3P2	SCO7645
Q7AKL3	SCO3540
Q9FBL4	SCO5144
Q9L0M6	SCO4634
Q9L1E3	SCO5462
Q9WX28	SCO3305
Q9KXM3	SCO4334
Q9S275	SCO1814
Q9RJK8	SCO0380
Q9FC55	SCO7131
Q8CK66	SCO0189
Q9S1T1	SCO0061
Q93IU1	SCO5114
Q9Z4Y9	SCO3242
Q9K436	SCO1063
Q9K4K4	SCO7310
Q9EWY1	SCO1145
Q7AKR6	SCO0772
Q9FBL8	SCO5140
Q9L0A2	SCO2444
Q9L1X3	SCO6838
Q9XA49	SCO3829
Q9RK18	SCO0488
Q9S2C2	SCO0291
Q9F2W6	SCO4595
Q9ADQ0	SCO4005
Q9L073	SCO2781
Q9AD60	SCP1.90c
Q9RJT2	SCO0404
Q9S2Q5	SCO2181
Q9RCY7	SCO0923
Q8CJV8	SCO3723
Q9RJR1	SCO0579
Q9L1Y7	SCO2648
O69949	SCO6574
O69970	SCO5794
Q9RJ30	SCO1838
Q9KZW9	SCO4457
Q9ZBW1	SCO6557
Q9KYY3	SCO7546
Q9F2W4	SCO4597
Q9ACZ2	SCP1.159c
Q9F2Z6	SCO4351
Q9L263	SCO2664
Q9KY66	SCO4798
Q9ZBP2	SCO6167
Q9Z4Y6	SCO3245
Q9K4J6	SCO7318
Q9X822	SCO6055
Q9RJW2	SCO0348
Q9Z555	SCO6117
Q9AK68	SCO4049
Q9S258	SCO1694
Q9F2Z7	SCO4350
Q9F2Z2	SCO4355
Q9XAG3	SCO5322
Q9K4D9	SCO5365
Q93JK1	SCO4993
Q9FC52	SCO7134
Q9KXK2	SCO2318
Q9KYM4	SCO7363
Q7AKF2	SCO6071
Q93S05	SCO6284
Q9RIY5	SCO0180
Q9LCW5	SCO3803
Q9RJ56	SCO1652
Q7AKR0	SCO0999
Q9X8Q5	SCO3638
Q9FC13	SCO7071
Q9KY03	SCO7338
Q9RKC3	SCO3164
Q9X8M5	SCO3368
Q9EWH2	SCO4977
Q9RCY5	SCO0925
Q9Z510	SCO1955
O86636	SCO5716
Q9L0W8	SCO3736
Q93JA3	SCO7493
Q9Z517	SCO1948
Q9K416	SCO1083
O88047	SCO1587
Q8CJP6	SCO6041
Q9L239	SCO6793
Q9Z4X6	SCO3230
Q9RL44	SCO0442
Q9L0R0	SCO4231
Q9L0G1	SCO4681
Q9EWQ0	SCO7677
Q9S2P5	SCO2191
Q9EX59	SCO7696
Q9F3I2	SCO2799
Q9X8Z4	SCO3712
Q9KZP2	SCO1390
Q93J89	SCO7508
Q9X8Y6	SCO3704
Q9L1K6	SCO5438
Q9L0F2	SCO4690
O86542	SCO6608
Q9X819	SCO2161
Q9KXT0	SCO4311
Q9RDA1	SCO2850
Q9FBW4	SCO7821
Q9RK17	SCO0489
Q9KZ73	SCO3075
Q9K4C5	SCO5386
Q9XAK5	SCO3597
O69850	SCO6020
Q9K4A9	SCO5210
Q8CJM1	SCO6651
Q9X7U4	SCO7255
Q9ZBP7	SCO5582
Q9KZ98	SCO4848
O69831	SCO6043
Q93RV1	SCO1875
Q9S288	SCO1742
Q9L2K1	SCO0707
Q9F303	SCO4113
Q9K430	SCO1069
Q9RKH3	SCO3459
Q9L220	SCO6812
Q9F2L1	SCO3770
Q9K3T6	SCO3128
Q9K3M6	SCO1034
Q9L115	SCO1444
Q9K3M8	SCO1032
Q9S2T9	SCO2046
O54175	SCO5946
Q9RD88	SCO2863
Q9ADC7	SCO5340
O69854	SCO6024
Q9F311	SCO2623
Q9RJI7	SCO0401
Q9S232	SCO1768
Q9EWN7	SCO7690
Q7APH7	
Q9S2B4	SCO1716
Q9KZK1	SCO3044
Q93JI9	SCO1972
Q9KZQ9	SCO2894
Q9KY43	SCO2347
Q9L153	SCO7406
Q9X8J5	SCO3416
Q9L009	SCO2304
Q9RJD7	SCO0755
Q9ADA6	SCO1661
Q9AD63	SCP1.87c
Q9RJB8	SCO0646
Q7AKP3	SCO2209
Q9FBX4	SCO7810
Q93RV5	SCO1871
Q7API8	
Q9AJX9	SCO7751
Q9ADN1	SCO4027
Q9ZC01	SCO6512
Q9L1F0	SCO5455
O86702	SCO6520
Q9K3X6	SCO1358
Q9S1U5	SCO0047
Q9KXX9	SCO3869
Q9EWG8	SCO4972
Q9FCJ2	SCO5196
Q9L0E7	SCO4695
Q9X8X4	SCO3692
Q9X7X7	SCO6782
O69825	SCO6431
Q9RDD1	SCO2560
Q9XAE0	SCO5291
Q9S2A8	SCO1722
Q9L078	SCO2775
Q9KZM7	SCO1405
Q93IX0	SCO1300
O88072	SCO1615
Q8CJI8	SCO1565
Q8CJU6	SCO4134
Q9L2I7	SCO0722
Q9XAI9	SCO3613
O86715	SCO6533
Q9EX47	SCO0991
Q9K4G5	SCO4173
Q9KZS8	SCO2873
Q93JF8	SCO5969
Q9K446	SCO7201
Q93S07	SCO6282
Q9RK08	SCO0498
Q9ZBJ0	SCO6484
Q9F395	SCO7580
Q9X8U0	SCO3904
Q9Z4X5	SCO3231
Q9X7Q1	SCO6745
Q9KXW4	SCO4277
Q9L068	SCO2786
Q9K3J0	SCO4830
Q9K403	SCO1330
Q9X8P7	SCO3630
Q9S201	SCO0125
Q9EWJ4	SCO7590
Q9X8J7	SCO3418
O69819	SCO6425
Q9L0A7	SCO2439
Q9AK92	SCO1370
Q9F3P7	SCO7640
Q9K473	SCO7212
Q9FBR3	SCO5282
Q9X8G3	SCO3339
Q9FC90	SCO1223
Q9F3J5	SCO5270
Q9KYP6	SCO4486
Q9RKH9	SCO3453
Q9L120	SCO7440
Q9X7N5	SCO6729
Q93RX9	SCO6293
Q9S2G7	SCO2914
Q9L0H6	SCO4781
Q9EWE0	SCO4867
Q9XA64	SCO3813
Q9RI71	SCO0106
Q9KZN0	SCO1402
Q93JG9	SCO7703
Q9X860	SCO3504
Q9XAE5	SCO5296
Q9KYT0	SCO5685
Q93J72	SCO2825
Q9KXR9	SCO1480
Q9X8G6	SCO3342
Q9X8T9	SCO3903
Q9RDD8	SCO2553
Q9L1W7	SCO6844
Q9RK13	SCO0493
Q9S2V3	SCO2103
Q9F3I0	SCO2801
Q9RD04	SCO0907
Q9L255	SCO2666
O70007	SCO5831
Q9X8C3	SCO3443
Q9ZC07	SCO6506
Q9RDE3	SCO2548
Q9AD00	SCP1.151c
Q9F2Q4	SCO3095
Q9X7Z8	SCO2139
Q9L0F7	SCO4685
Q9ZBQ4	SCO5575
Q9KZU4	SCO4157
Q9X7Q4	SCO6748
O86706	SCO6524
O69960	SCO5784
Q9Z564	SCO5515
Q9X8U8	SCO3912
Q9L1U0	SCO2955
Q9EWP2	SCO7685
Q9ACY3	SCP1.168
Q9RJ19	SCO1849
Q9ADH6	SCO6087
Q9RK98	SCO0264
Q9F3B8	SCO7557
Q9S2C4	SCO0289
Q9L1F4	SCO5451
Q9RJP9	SCO0591
Q9KZE3	SCO7010
Q9FCC4	SCO1243
Q9FBW8	SCO7817
Q9F3L5	SCO5249
Q9S250	SCO1702
Q93JG7	SCO7705
Q9ZBV7	SCO6561
Q7AKH7	SCO5080
Q93JK3	SCO4991
Q9KXU6	SCO4295
Q9XA32	SCO3832
Q9S1Q4	SCO0237
Q9L2G0	SCO2523
Q9RKF1	SCO3486
Q9X9W9	SCO1903
Q9RD67	SCO0810
Q9X911	SCO3545
Q9KZ06	SCO2233
Q9KZI1	SCO1164
Q9S6U3	SCO3892
Q9KXL3	SCO4344
Q9L210	SCO6822
Q9RJZ4	SCO1176
Q8R5N3	SCO4908
Q9ZBY2	SCO3950
O54107	SCO5911
O86619	SCO6350
Q9FCJ7	SCO5191
Q9K433	SCO1066
Q9K3P9	SCO1099
Q9L0W4	SCO3740
Q9KXZ7	SCO7346
Q93RU7	SCO1879
Q9X8V0	SCO3914
Q9L1B5	SCO1566
Q9RJ59	SCO1645
Q9FBP8	SCO5028
Q9KYJ4	SCO6947
Q9RI32	SCO0216
Q7AKC7	SCO7629
Q93S10	SCO6279
Q9RI54	SCO0192
O54142	SCO5878
Q9ADC3	SCO5345
Q9EX33	SCO1007
Q9RJU8	SCO0362
Q9RK46	SCO0333
Q9XA48	SCO3830
Q9FC34	SCO7050
Q93RT5	SCO6306
Q9X8G1	SCO3337
Q9RJQ9	SCO0581
Q9KXJ1	SCO2329
Q9RJI4	SCO0555
Q9S294	SCO1736
O54185	SCO5956
Q9RJG8	SCO0466
Q8CK46	SCO0769
Q9ZC16	SCO6497
Q93JC1	SCO7475
Q9RL58	SCO0428
Q9K495	SCO5228
Q9EWK8	SCO7785
Q9X7X6	SCO6781
Q9EWW2	SCO4934
Q9FC03	SCO7179
Q7AKG5	SCO5415
O87842	SCO6587
Q9RCV9	SCO0852
Q93J81	SCO2816
Q9RD71	SCO0806
Q9L2D0	SCO2489
Q9L2J3	SCO0716
Q9KZS9	SCO2872
Q93JC0	SCO7476
Q9RJ01	SCO0164
O86742	SCO5657
Q9L1F5	SCO5450
Q9F3E5	SCO7612
Q9EWL0	SCO7780
Q9AK43	SCO4883
Q9KYV5	SCO3190
Q9FCI6	SCO5202
Q9S251	SCO1701
O69826	SCO6432
Q9KYY0	SCO3000
Q9EWS1	SCO0781
Q9XAK3	SCO3599
Q9KZA9	SCO4837
Q9KZB0	SCO4836
Q9RIX1	SCO0142
Q93JF9	SCO5968
Q9F310	SCO2624
O54149	SCO5886
Q9RJP8	SCO0592
Q9X837	SCO6070
Q93RY4	SCO6288
Q9EWI3	SCO7601
Q9RKI6	SCO3446
Q9ZBJ3	SCO6481
Q7AKL2	SCO3748
Q9KYV1	SCO3194
Q9X940	SCO3587
Q9K3R1	SCO1087
Q9F3L3	SCO5251
Q93JJ8	SCO4996
Q9RDP3	SCO2394
Q9X7P4	SCO6738
Q9X9X1	SCO1901
Q93IU2	SCO5113
Q9XA42	SCO3571
Q9KZR6	SCO2885
Q9AD81	SCO4918
Q8CJY2	SCO2937
Q9Z389	SCO3217
O88026	SCO6670
Q93JC3	SCO7473
Q9RKC5	SCO3162
Q9EX20	SCO1020
Q9F2Y9	SCO4358
Q9KZX5	SCO4451
Q7AKI7	SCO4926
Q9RJ10	SCO0155
Q9F2R4	SCO4475
Q9S2J8	SCO2005
Q9K421	SCO1078
Q8CK22	SCO1680
O54097	SCO5899
Q9X894	SCO3302
Q9FC27	SCO7057
Q7AKC5	SCO7699
Q9K3W2	SCO4382
Q9K3L1	SCO1049
Q8CK40	SCO1021
Q9X927	SCO3562
Q9L2B6	SCO5404
Q9RJE1	SCO0751
Q9ZBZ8	SCO6515
Q8VLB4	SCP2.27c
Q9KY46	SCO2344
Q9XA17	SCO3847
Q8CJJ9	SCO7468
Q9F2Y8	SCO4359
Q9RDL3	SCO2573
O69875	SCO5587
Q9F357	SCO2418
Q9AJY3	SCO7747
Q9RKU8	SCO6244
Q93JE5	SCO5982
Q9X8V5	SCO3673
Q9KYF0	SCO4120
Q9RJX4	SCO1196
Q9KXL8	SCO4339
Q9K4H0	SCO4168
Q9KZK5	SCO3040
Q9RKY8	SCO1430
Q9KZ77	SCO3071
Q9K463	SCO7222
O86782	SCO4741
O54138	SCO5872
O86620	SCO6351
Q9L0B5	SCO2431
Q9EWV2	SCO4917
Q9F306	SCO4110
Q9EWN8	SCO7689
O86495	SCO6327
Q9L175	SCO7402
O86543	SCO6609
Q9EX10	SCO1116
O86816	SCO5756
Q9RJD2	SCO0760
Q9K4B6	SCO5395
Q9L0M1	SCO4639
Q9RKD3	SCO3154
Q9RJZ0	SCO1180
Q9ADG8	SCO6095
O86799	SCO4758
Q93JD4	SCO5993
O86819	SCO5759
Q9FC85	SCO7101
Q9ZBH2	SCO6441
Q9L2E7	SCO2472
Q9KZ69	SCO3079
O54119	SCO5923
O50485	SCO5767
Q9S1N8	SCO0253
Q9X7M5	SCO6719
Q9XA52	SCO3826
Q9EWN0	SCO7759
Q9L097	SCO2449
Q9L2C1	SCO5399
Q9L2A4	SCO5418
O69887	SCO5599
Q9RJN8	SCO0606
Q8CJX2	SCO3232
Q93IW2	SCO1308
Q9KZX9	SCO4447
Q8CJS7	SCO4833
Q9K3S6	SCO3138
Q9ADD9	SCO5068
Q8CJK9	SCO7139
Q9KZJ1	SCO1154
Q9S2L0	SCO1993
Q9ZBG8	SCO6445
Q9KXV3	SCO4288
Q9X7W5	SCO6770
Q9K3P4	SCO1104
Q9RJ28	SCO1840
Q9EX07	SCO1119
Q9K455	SCO7230
Q9KYN4	SCO7351
Q9KXT8	SCO4303
Q9F2V5	SCO4606
O54153	SCO5890
Q9ZBP9	SCO5580
Q9KYQ3	SCO3667
Q9KYW9	SCO3012
Q9L1U3	SCO2952
Q93RS4	SCO6320
Q9RI30	SCO0218
Q9L124	SCO7436
Q9RJD0	SCO0763
Q9S237	SCO1763
Q9S2U7	SCO2035
Q9XA50	SCO3828
Q9S2E9	SCO2934
Q8CJU8	SCO4109
Q9ADK1	SCO4966
Q9XAS3	SCO4581
O54155	SCO5892
Q9X7S9	SCO7271
Q9S2Q6	SCO2180
Q93JA8	SCO7488
Q9RKE3	SCO3495
Q9L0X2	SCO3732
Q9RKP4	SCO2284
Q9KXI9	SCO2331
Q9X930	SCO3565
O88063	SCO1606
Q9L281	SCO1528
Q9AD76	SCO4935
O50481	SCO5763
Q9RCZ9	SCO0912
Q9KZV8	SCO4143
Q9K488	SCO5235
Q9KZX6	SCO4450
Q9ZBV8	SCO6560
Q9ZBJ5	SCO6479
Q9S2W6	SCO2090
Q9KYU7	SCO3198
Q9XAM6	SCO6704
Q9ACS8	
Q9RI92	SCO0083
Q9RD31	SCO0878
Q9RJM8	SCO0616
O86806	SCO5746
Q9X7X1	SCO6776
Q9K4A8	SCO5211
Q9Z4Y8	SCO3243
Q9X8U9	SCO3913
Q9WX20	SCO3314
Q9ADJ9	SCO4974
Q9X8I4	SCO3404
Q9F2W7	SCO4594
Q9RJQ8	SCO0582
Q9ADP9	SCO4006
Q9RIV2	SCO0954
Q9L056	SCO2979
Q93JB8	SCO7478
O86777	SCO4732
Q9S246	SCO1706
O50528	SCO5854
Q9F2R8	SCO4471
Q9AD40	SCP1.110
Q9S209	SCO1791
Q9KXV1	SCO4290
Q9EWF5	SCO4949
O86807	SCO5747
Q9K4F7	SCO4181
Q9ZBU3	SCO6145
Q9AD59	SCP1.91c
Q9RD63	SCO0619
Q9XAC8	SCO1928
Q9K3N7	SCO1023
O54124	SCO5928
Q9RD32	SCO0877
Q9FC79	SCO7107
Q9RK26	SCO0690
Q9RD17	SCO0893
Q9EX42	SCO0996
O54173	SCO5944
Q9RKZ3	SCO1435
O86683	SCO6636
Q9KZ11	SCO2226
Q9X7W1	SCO6766
Q9FCE7	SCO4223
Q9KZL1	SCO3033
Q8CJQ0	SCO5966
Q9L006	SCO2307
Q9L1S0	SCO2938
Q9ZBV3	SCO6565
Q9K3N4	SCO1026
Q9L2F2	SCO2464
Q7AKN9	SCO2387
O69891	SCO5603
Q9K4I1	SCO7244
Q7AKR4	SCO0777
Q9RD54	SCO0628
Q9ADP1	SCO4015
Q9RDS4	SCO2243
Q9KZF1	SCO7002
Q9KZU5	SCO4156
Q93IZ6	SCO7524
Q8CK62	SCO0292
Q93J96	SCO7501
Q9L271	SCO1538
Q8CJZ8	SCO2373
Q9K3L4	SCO1046
Q9F3J2	SCO5273
Q9L1F3	SCO5452
Q9Z562	SCO5517
O69857	SCO6027
Q9RJY8	SCO1182
Q9L1H8	SCO2599
Q9RK11	SCO0495
Q9K3Q1	SCO1097
Q9KZP5	SCO1387
Q9RJX2	SCO1198
Q9S1Z9	SCO0127
Q93RW7	SCO1859
O54176	SCO5947
Q9KZA6	SCO4840
Q9S2F1	SCO2930
Q9XA62	SCO3815
O86762	SCO5637
Q9X824	SCO6057
O87841	SCO6586
Q9L1D5	SCO1547
Q9L0W5	SCO3739
Q9L0I6	SCO4771
Q7AKL0	SCO3919
O86778	SCO4737
Q9S1Z5	SCO0131
Q9EWP6	SCO7681
Q8CJY4	SCO2810
O88010	SCO6654
Q9RKM4	SCO4103
Q9KZX2	SCO4454
Q9RI42	SCO0204
Q9S1N7	SCO0254
Q93J01	SCO7519
Q9S2W5	SCO2091
O86795	SCO4754
Q9KYZ1	SCO7538
Q9EX06	SCO1120
O88029	SCO6673
Q9KZA2	SCO4844
Q9RK48	SCO0331
Q9AK72	SCO4045
Q9L259	SCO2662
Q9ACZ1	SCP1.160c
Q9AD50	SCP1.100
O70006	SCO5830
Q9AK09	SCO7719
Q9X921	SCO3556
O86821	SCO5761
Q8CJM4	SCO6580
Q9X8M4	SCO3367
Q9AD02	SCP1.148
Q9AD03	SCP1.147
Q8CJJ6	SCO7547
Q9X7Q3	SCO6747
Q9EWL2	SCO7778
Q9EWU3	SCO0728
Q9Z5B2	SCO6190
Q9RJM3	SCO0508
Q9FBL1	SCO5147
Q9S227	SCO1773
Q9KYF4	SCO4116
Q9RDB5	SCO2836
Q9K4C8	SCO5383
Q8CJP1	SCO6137
Q9RDI4	SCO2743
Q9RJK3	SCO0385
Q7APH4	
Q9FBL2	SCO5146
Q9RJV2	SCO0358
Q9L299	SCO5423
O86641	SCO5721
Q9K3F9	SCO1282
Q9K3F4	SCO1287
Q9RDB1	SCO2840
Q9RIY7	SCO0178
Q9XAQ4	SCO4562
Q9F2K9	SCO3772
Q9RCW5	SCO0945
Q9K461	SCO7224
Q9L0I3	SCO4774
Q9X8S7	SCO3660
Q9L1D6	SCO1546
Q9RDJ1	SCO2734
Q9EWK2	SCO7791
Q9X8U6	SCO3910
Q9K486	SCO5237
Q9EWN9	SCO7688
Q9X8C0	SCO3440
Q9EX53	SCO6274
Q9S2L9	SCO2125
Q9X8Y5	SCO3703
Q9RK68	SCO0542
Q9KZ55	SCO7076
Q9AK14	SCO7714
Q93RX7	SCO6295
Q7AKP1	SCO2231
Q9FCA9	SCO1204
Q8CJK4	SCO7322
Q9F2L0	SCO3771
O86633	SCO6364
O69992	SCO5815
Q9EX30	SCO1010
Q9RDP7	SCO2390
Q9K4B0	SCO5209
Q7AKF1	SCO6265
Q9Z388	SCO3218
Q9S203	SCO0123
Q9RJ93	SCO0672
Q9L200	SCO2635
Q9KYS3	SCO5692
O86517	SCO5535
Q9ZBS9	SCO6159
Q9XAQ1	SCO4559
Q9ADK9	SCO4951
Q9S1P5	SCO0246
Q9S2B2	SCO1718
Q9RK65	SCO0545
Q9RJA3	SCO0661
Q9K3T5	SCO3129
Q9RIA0	SCO0075
Q9FBM6	SCO5053
Q9XAS2	SCO4580
Q9RJQ1	SCO0589
Q9RKD1	SCO3156
O86615	SCO6346
Q9RKZ4	SCO1436
Q9S257	SCO1695
Q9S210	SCO1790
Q9K4F1	SCO4261
Q9KXM0	SCO4337
Q9ZBF9	SCO6454
Q9ZBQ2	SCO5577
Q9Z594	SCO6208
Q9EWN3	SCO7754
O86671	SCO6379
Q9F2U9	SCO4612
Q9X7X0	SCO6775
Q9KZQ6	SCO2897
Q9L2J2	SCO0717
Q9RJ75	SCO1626
O86544	SCO6610
Q7APH3	
Q9KXS6	SCO4315
Q9L197	SCO7378
Q9X7P6	SCO6740
Q9L0I8	SCO4769
Q9F3K8	SCO5257
Q9KYT4	SCO5681
Q9RDH4	SCO2753
Q9X8F2	SCO3279
Q9KZH4	SCO6978
O69895	SCO5607
Q9RD83	SCO0794
Q9RD39	SCO0870
Q9RCX9	SCO0931
Q9FCH4	SCO4195
Q9X9Y2	SCO1890
Q9RJ91	SCO0674
Q9KYI4	SCO2688
Q93JH8	SCO1984
Q9F3B3	SCO7562
Q93JI8	SCO1973
Q9L196	SCO7379
Q9K448	SCO7199
Q9X8B1	SCO3535
Q9EWN6	SCO7691
Q9RK50	SCO0329
Q9FC21	SCO7063
Q9RKN6	SCO2292
O87848	SCO6593
Q9L0U5	SCO4499
Q9X9T7	SCO3931
Q9RJ15	SCO1853
Q93J33	SCO3974
Q93RZ8	SCO0572
Q9KY21	SCO2369
Q9RKE5	SCO3493
Q9KZU2	SCO4160
Q9F2P3	SCO3107
O69943	SCO6568
Q9AD80	SCO4920
Q9K489	SCO5234
Q9L0G8	SCO4789
Q7AKP2	SCO2210
Q9KY95	SCO5007
Q9KYP0	SCO4493
Q9L0K5	SCO4658
O69907	SCO5619
Q9RI31	SCO0217
Q93J97	SCO7500
O69922	SCO6390
Q9RDF5	SCO2536
Q9K426	SCO1073
Q9K437	SCO1062
Q9RJ55	SCO1653
Q9RD46	SCO0637
Q9EWP9	SCO7678
Q9L1E7	SCO5458
Q9EWY2	SCO1144
Q9RD23	SCO0887
Q9RJY4	SCO1186
Q9Z551	SCO6121
Q9RKG1	SCO3476
Q9FCK3	SCO5185
Q9L0U6	SCO4498
Q8CK21	SCO1712
Q9FBL3	SCO5145
Q9FC51	SCO7135
Q9KZ83	SCO3062
Q9RJ49	SCO1819
Q9RJ77	SCO1624
Q9F3N7	SCO7650
Q9K417	SCO1082
Q9AJY2	SCO7748
Q9S2Y8	SCO2027
Q9R432	SCO2932
Q9F2R2	SCO4477
Q9L2D4	SCO2485
Q9L117	SCO7443
Q9X8A4	SCO3528
Q9ZBG9	SCO6444
O54186	SCO5957
Q9L0R2	SCO4229
Q9FCE6	SCO4224
Q9X8X9	SCO3697
Q9RIX8	SCO0187
Q9RIU7	SCO0959
Q9L2A3	SCO5419
Q9L1C1	SCO1561
Q93J09	SCO7510
Q9L0H7	SCO4780
Q9EWG2	SCO4961
Q9K3G0	SCO1281
Q8CJR9	SCO5277
Q9KZU8	SCO4153
