Reaction ID,Reaction name,kegg.reaction,biocyc,kegg.pathway,kegg.subsystem,biocyc.subsystem1,biocyc.subsystem2,subsystem,curated pathway,curated subsystem
L_LACD4,L-Lactate dehydrogenase (menaquinone),,,,Energy metabolism,,,Oxidative phosphorylation,Oxidative phosphorylation,Energy metabolism
MACACI,maleylacetoacetate isomerase,R03181,MALEYLACETOACETATE-ISOMERASE-RXN,"Tyrosine metabolism, Styrene degradation","Xenobiotics biodegradation and metabolism, Amino acid metabolism",TYROSINE-DEG,Proteinogenic-Amino-Acids-Degradation,"Tyrosine, Tryptophan, and Phenylalanine metabolism",Tyrosine metabolism,Amino acid metabolism
MACCOAT,acetyl-CoA C-acetyltransferase,R00927,METHYLACETOACETYLCOATHIOL-RXN,"Valine, leucine and isoleucine degradation",Amino acid metabolism,,,"Valine, leucine and isoleucine metabolism","Valine, leucine and isoleucine degradation",Amino acid metabolism
MACPAL,malonyl-[acyl-carrier protein]:L-glutamine amido-ligase (AMP-forming),R11515,,Tetracycline biosynthesis,Metabolism of terpenoids and polyketides,,,Biosynthesis of type II polyketide backbone,Tetracycline biosynthesis,Metabolism of terpenoids and polyketides
MACPD,Malonyl-ACP decarboxylase,R09482,MALONYL-ACPDECARBOX-RXN,,Lipid metabolism,,,Membrane Lipid metabolism,Fatty acid biosynthesis,Lipid metabolism
MAHYD,methyl acetate hydrolase,,RXN-17572,,,Propane-Degradation,Carbohydrates-Degradation,,Alternate Carbon metabolism,Carbohydrate metabolism
MALACPMT,Malonyl-[ACP] methyltransferase,,,,Metabolism of cofactors and vitamins,,,Cofactor and Prosthetic Group Biosynthesis,Biotin metabolism,Metabolism of cofactors and vitamins
MALCOAMT,malonyl-CoA:malonamoyl-[acyl-carrier protein] malonyltransferase,R11516,,"Biosynthesis of type II polyketide backbone, Tetracycline biosynthesis",Metabolism of terpenoids and polyketides,,,Biosynthesis of type II polyketide backbone,Biosynthesis of type II polyketide backbone,Metabolism of terpenoids and polyketides
MALEI,Maleate cis-trans-isomerase,R01087,MALEATE-ISOMERASE-RXN,"Nicotinate and nicotinamide metabolism, Butanoate metabolism","Carbohydrate metabolism, Metabolism of cofactors and vitamins",,,Nicotinate and nicotinamide metabolism,Nicotinate and nicotinamide metabolism,Metabolism of cofactors and vitamins
MALPYRISO,maleylpyruvate cis-trans isomerase;maleylpyruvate isomerase,R03868,MALEYLPYRUVATE-ISOMERASE-RXN,Tyrosine metabolism,Amino acid metabolism,"Nitroaromatic-Degradation, Gentisate-Degradation",AROMATIC-COMPOUNDS-DEGRADATION,,Tyrosine metabolism,Amino acid metabolism
MALS,malate synthase,R00472,MALSYN-RXN,"Pyruvate metabolism, Glyoxylate and dicarboxylate metabolism",Carbohydrate metabolism,,,Anaplerotic Reactions,Citric Acid Cycle,Carbohydrate metabolism
MALT,alpha-glucosidase,R00028,,Starch and sucrose metabolism,Carbohydrate metabolism,,,Alternate Carbon metabolism,Starch and sucrose metabolism,Carbohydrate metabolism
MALTATr,maltose O-acetyltransferase,R01556,MALTACETYLTRAN-RXN,,Carbohydrate metabolism,,,Alternate Carbon metabolism,Starch and sucrose metabolism,Carbohydrate metabolism
MALTHIK,malate thiokinase,R01256,MALATE--COA-LIGASE-RXN,"Methane metabolism, Glyoxylate and dicarboxylate metabolism","Energy metabolism, Carbohydrate metabolism","Formaldehyde-Assimilation, Energy-Metabolism","C1-COMPOUNDS, Pathways",,Glyoxylate and dicarboxylate metabolism,Carbohydrate metabolism
MAN1PPP,mannose-1-phosphate phosphatase;mannitol-1-phosphatase,R02167,MANNITOL-1-PHOSPHATASE-RXN,Fructose and mannose metabolism,Carbohydrate metabolism,,,,Fructose and mannose metabolism,Carbohydrate metabolism
MAN1PT,mannose-1-phosphate guanylyltransferase,R00885,2.7.7.13-RXN,"Amino sugar and nucleotide sugar metabolism, Fructose and mannose metabolism",Carbohydrate metabolism,"GDP-Sugar-Biosynthesis, Ascorbate-Biosynthesis","Vitamin-Biosynthesis, SUGAR-NUCLEOTIDES",Cell Envelope Biosynthesis,Amino sugar and nucleotide sugar metabolism,Carbohydrate metabolism
MAN6PI,mannose-6-phosphate isomerase,R00772,,,Carbohydrate metabolism,,,Alternate Carbon metabolism,Fructose and mannose metabolism,Carbohydrate metabolism
MANISOs,Mannose isomerase (spontaneous),,RXN-14500,,,SUGAR-ALCOHOLS-DEG,Sugar-Derivatives,,Fructose and mannose metabolism,Carbohydrate metabolism
MBCOA2,Butyryl-CoA dehydrogenase,R03172,,"Valine, leucine and isoleucine degradation",Amino acid metabolism,,,"Valine, leucine and isoleucine metabolism","Valine, leucine and isoleucine degradation",Amino acid metabolism
MBCOA3,Butyryl-CoA dehydrogenase,,,,Amino acid metabolism,,,"Valine, leucine and isoleucine metabolism","Valine, leucine and isoleucine degradation",Amino acid metabolism
MBCOAi,acyl-CoA dehydrogenase (Isovaleryl-CoA),R04095,RXN-14264,"Valine, leucine and isoleucine degradation",Amino acid metabolism,,,"Valine, leucine and isoleucine metabolism","Valine, leucine and isoleucine degradation",Amino acid metabolism
MCCC,methylcrotonoyl-CoA carboxylase,R04138,METHYLCROTONYL-COA-CARBOXYLASE-RXN,"Valine, leucine and isoleucine degradation",Amino acid metabolism,LEUCINE-DEG,Proteinogenic-Amino-Acids-Degradation,"Valine, leucine and isoleucine metabolism","Valine, leucine and isoleucine degradation",Amino acid metabolism
MCOALY,malyl-CoA lyase;malyl coenzyme A lyase;(S)-malyl-CoA lyase;L-malyl CoA lyase,R00473,MALYL-COA-LYASE-RXN,"Methane metabolism, Carbon fixation pathways in prokaryotes, Glyoxylate and dicarboxylate metabolism","Energy metabolism, Carbohydrate metabolism",,,,Glyoxylate and dicarboxylate metabolism,Carbohydrate metabolism
MCOATA,Malonyl-CoA-ACP transacylase,R01626,MALONYL-COA-ACP-TRANSACYL-RXN,Fatty acid biosynthesis,Lipid metabolism,Fatty-acid-biosynthesis,Lipid-Biosynthesis,Membrane Lipid metabolism,Fatty acid biosynthesis,Lipid metabolism
MCPST,3-mercaptopyruvate:cyanide sulfurtransferase,R03106,MERCAPYSTRANS-RXN,,Amino acid metabolism,,,,Cysteine and methionine metabolism,Amino acid metabolism
MCPST2,3-Mercaptopyruvate:cyanide sulfurtransferase,R03105,,Cysteine and methionine metabolism,Amino acid metabolism,,,Cysteine metabolism,Cysteine and methionine metabolism,Amino acid metabolism
MCSNAH,5-Methylcytosine aminohydrolase,R01411,,Pyrimidine metabolism,Nucleotide metabolism,,,Methionine metabolism,Pyrimidine metabolism,Nucleotide metabolism
MCTP1A,murein crosslinking transpeptidase 1A:(A2pm->D-ala),,,,Glycan biosynthesis and metabolism,,,Murein Biosynthesis,Murein Biosynthesis,Glycan biosynthesis and metabolism
MCTP1B,murein crosslinking transpeptidase 1B:(A2pm->A2pm),,,,Glycan biosynthesis and metabolism,,,Murein Biosynthesis,Murein Biosynthesis,Glycan biosynthesis and metabolism
MCTP2A,murein crosslinking transpeptidase 1A:(A2pm->D-ala),,,,Glycan biosynthesis and metabolism,,,Murein Biosynthesis,Murein Biosynthesis,Glycan biosynthesis and metabolism
MDDCP1,"murein D,D-carboxypeptidase (murein5px4p)",,,,Glycan biosynthesis and metabolism,,,Murein Biosynthesis,Murein Biosynthesis,Glycan biosynthesis and metabolism
MDDCP2,"murein D,D-carboxypeptidase (murein5px4px4p)",,,,Glycan biosynthesis and metabolism,,,Murein Biosynthesis,Murein Biosynthesis,Glycan biosynthesis and metabolism
MDDCP3,"murein D,D-carboxypeptidase (murein5p5p)",,,,Glycan biosynthesis and metabolism,,,Murein Biosynthesis,Murein Biosynthesis,Glycan biosynthesis and metabolism
MDDCP4,"murein D,D-carboxypeptidase (murein5p4p)",,,,Glycan biosynthesis and metabolism,,,Murein Biosynthesis,Murein Biosynthesis,Glycan biosynthesis and metabolism
MDDCP5,"murein D,D-carboxypeptidase (murein5p3p)",,,,Glycan biosynthesis and metabolism,,,Murein Biosynthesis,Murein Biosynthesis,Glycan biosynthesis and metabolism
MDDEP1,"murein D,D-endopeptidase (murein4px4p)",,,,Glycan biosynthesis and metabolism,,,Murein Recycling,Murein Recycling,Glycan biosynthesis and metabolism
MDDEP2,"murein D,D-endopeptidase (murein3px4p)",,,,Glycan biosynthesis and metabolism,,,Murein Recycling,Murein Recycling,Glycan biosynthesis and metabolism
MDDEP3,"murein D,D-endopeptidase (murein5px4p)",,,,Glycan biosynthesis and metabolism,,,Murein Recycling,Murein Recycling,Glycan biosynthesis and metabolism
MDDEP4,"murein D,D-endopeptidase (murein4px4px4p)",,,,Glycan biosynthesis and metabolism,,,Murein Recycling,Murein Recycling,Glycan biosynthesis and metabolism
MDH,malate dehydrogenase,R00342,MALATE-DEH-RXN,"Carbon fixation in photosynthetic organisms, Carbon fixation pathways in prokaryotes, Glyoxylate and dicarboxylate metabolism, Citrate cycle (TCA cycle), Pyruvate metabolism, Methane metabolism","Carbohydrate metabolism, Energy metabolism","Gluconeogenesis, Pyruvate-Propanoate-Fermentation, TCA-VARIANTS, Reductive-TCA-Cycles, Formaldehyde-Assimilation, Fermentation-to-Acids, ASPARTATE-DEG, Photosynthesis, Fermentation, Energy-Metabolism","Proteinogenic-Amino-Acids-Degradation, Autotrophic-CO2-Fixation, C1-COMPOUNDS, Pathways, CARBO-BIOSYNTHESIS, Fermentation-to-propanoate, Fermentation, Energy-Metabolism",Citric Acid Cycle,Citric Acid Cycle,Carbohydrate metabolism
ME1,malic enzyme (NAD),R00214,1.1.1.39-RXN,"Carbon fixation in photosynthetic organisms, Pyruvate metabolism",Carbohydrate metabolism,,,Anaplerotic Reactions,Pyruvate metabolism,Carbohydrate metabolism
ME2,malic enzyme (NADP),R00216,MALIC-NADP-RXN,"Carbon fixation in photosynthetic organisms, Pyruvate metabolism",Carbohydrate metabolism,"Gluconeogenesis, Photosynthesis","CARBO-BIOSYNTHESIS, Energy-Metabolism",Anaplerotic Reactions,Pyruvate metabolism,Carbohydrate metabolism
MECDPDH2,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",,,,Metabolism of terpenoids and polyketides,,,Cofactor and Prosthetic Group Biosynthesis,Terpenoid backbone biosynthesis,Metabolism of terpenoids and polyketides
MECDPDH5_2,(E)-4-hydroxy-3-methylbut-2-en-1-yl-diphosphate:oxidized flavodoxin oxidoreductase,R10859,,Terpenoid backbone biosynthesis,Metabolism of terpenoids and polyketides,,,Cofactor and Prosthetic Group Biosynthesis,Terpenoid backbone biosynthesis,Metabolism of terpenoids and polyketides
MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",R05637,RXN0-302,Terpenoid backbone biosynthesis,Metabolism of terpenoids and polyketides,,,Cofactor and Prosthetic Group Biosynthesis,Terpenoid backbone biosynthesis,Metabolism of terpenoids and polyketides
MELTGH,melibiitol galactohydrolase,R02926,,Galactose metabolism,Carbohydrate metabolism,,,Alternate Carbon metabolism,Galactose metabolism,Carbohydrate metabolism
MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,R05633,2.7.7.60-RXN,Terpenoid backbone biosynthesis,Metabolism of terpenoids and polyketides,,,Cofactor and Prosthetic Group Biosynthesis,Terpenoid backbone biosynthesis,Metabolism of terpenoids and polyketides
METAT,methionine adenosyltransferase,R00177,S-ADENMETSYN-RXN,Cysteine and methionine metabolism,Amino acid metabolism,"Cofactor-Biosynthesis, METHIONINE-DEG, Ethylene-Biosynthesis, Siderophores-Biosynthesis, S-adenosyl-L-methionine-cycle","Biosynthesis, Proteinogenic-Amino-Acids-Degradation, Plant-Hormone-Biosynthesis, Methionine-Salvage, SECONDARY-METABOLITE-BIOSYNTHESIS",Methionine metabolism,Methionine metabolism,Amino acid metabolism
METB1,cystathionine gamma-synthase,R03217,RXN-721,Cysteine and methionine metabolism,Amino acid metabolism,,,Methionine metabolism,Methionine metabolism,Amino acid metabolism
METOX1s,methionine oxidation (spontaneous),,,,Amino acid metabolism,,,Methionine metabolism,Methionine metabolism,Amino acid metabolism
METOX2s,methionine oxidation 2 (spontaneous),,,,Amino acid metabolism,,,Methionine metabolism,Methionine metabolism,Amino acid metabolism
METS,methionine synthase,R00946,,"One carbon pool by folate, Cysteine and methionine metabolism","Metabolism of cofactors and vitamins, Amino acid metabolism",,,Methionine metabolism,Methionine metabolism,Amino acid metabolism
METSOXR1,L-methionine-S-oxide reductase,R02025,1.8.4.14-RXN,Cysteine and methionine metabolism,Amino acid metabolism,,,Methionine metabolism,Methionine metabolism,Amino acid metabolism
METSOXR2,L-methionine-R-sulfoxide reductase,R07608,,,Amino acid metabolism,,,Methionine metabolism,Methionine metabolism,Amino acid metabolism
METTRS,Methionyl-tRNA synthetase,R03659,,Aminoacyl-tRNA biosynthesis,Other,,,tRNA Charging,tRNA Charging,Biomass and maintenance functions
MGCH,methylglutaconyl-CoA hydratase,R02085,META:METHYLGLUTACONYL-COA-HYDRATASE-RXN,"Valine, leucine and isoleucine degradation",Amino acid metabolism,"Siderophores-Biosynthesis, LEUCINE-DEG","Proteinogenic-Amino-Acids-Degradation, SECONDARY-METABOLITE-BIOSYNTHESIS","Valine, leucine and isoleucine metabolism","Valine, leucine and isoleucine degradation",Amino acid metabolism
MGLYXOX,methylglyoxal oxidase,R00203,METHYL-GLYOXAL-DEHYDROG-RXN,Pyruvate metabolism,Carbohydrate metabolism,,,,Pyruvate metabolism,Carbohydrate metabolism
MGSDGS,"alpha-monoglucosyldiacylglycerol synthase;1,2-diacylglycerol 3-alpha-glucosyltransferase",R02689,2.4.1.157-RXN,Glycerolipid metabolism,Lipid metabolism,"Glycolipids-Biosynthesis, Teichoic-Acids-Biosynthesis","Cell-Wall-Biosynthesis, Lipid-Biosynthesis",,Glycerolipid metabolism,Lipid metabolism
MHPGLUT,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase,R04405,HOMOCYSMET-RXN,Cysteine and methionine metabolism,Amino acid metabolism,,,Methionine metabolism,Cysteine and methionine metabolism,Amino acid metabolism
MI1PP,myo-inositol 1-phosphatase,R01185,RXN0-5408,Inositol phosphate metabolism,Carbohydrate metabolism,Phytate-Degradation,CYCLITOLS-DEG,Cell Envelope Biosynthesis,Inositol phosphate metabolism,Carbohydrate metabolism
MI1PS,myo-Inositol-1-phosphate synthase,,,,Carbohydrate metabolism,,,Inositol Phosphate metabolism,Inositol phosphate metabolism,Carbohydrate metabolism
MI1PS2,myo-Inositol-1-phosphate synthase,R07324,,"Inositol phosphate metabolism, Streptomycin biosynthesis","Carbohydrate metabolism, Biosynthesis of other secondary metabolites",,,Inositol Phosphate metabolism,Inositol phosphate metabolism,Carbohydrate metabolism
MI3PP,myo-inositol-3-phosphate monophosphatase;inositol monopohsphatase;inositol-1(or 4)-monophosphatase;myo-inositol 3-phosphate monophosphatase;inositol monophosphatase,R01187,MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN,"Streptomycin biosynthesis, Inositol phosphate metabolism","Biosynthesis of other secondary metabolites, Carbohydrate metabolism",,,,Inositol phosphate metabolism,Carbohydrate metabolism
MLTG1,Maltodextrin glucosidase (maltotriose),,META:RXN0-5183,,Carbohydrate metabolism,Glycan-Degradation,Glycan-Pathways,Alternate Carbon metabolism,Alternate Carbon metabolism,Carbohydrate metabolism
MLTG1e,Maltodextrin glucosidase (maltotriose),,RXN0-5183,,Carbohydrate metabolism,,,Alternate Carbon metabolism,Alternate Carbon metabolism,Carbohydrate metabolism
MLTG2,Maltodextrin glucosidase (maltotetraose),,,,Carbohydrate metabolism,,,Alternate Carbon metabolism,Alternate Carbon metabolism,Carbohydrate metabolism
MLTG2e,Maltodextrin glucosidase (maltotetraose),,,,Carbohydrate metabolism,,,Alternate Carbon metabolism,Alternate Carbon metabolism,Carbohydrate metabolism
MLTG3,Maltodextrin glucosidase (maltopentaose),,META:RXN-14281,,Carbohydrate metabolism,,,Alternate Carbon metabolism,Alternate Carbon metabolism,Carbohydrate metabolism
MLTG3e,Maltodextrin glucosidase (maltopentaose),,,,Carbohydrate metabolism,,,Alternate Carbon metabolism,Alternate Carbon metabolism,Carbohydrate metabolism
MLTG4,Maltodextrin glucosidase (maltohexaose),,,,Carbohydrate metabolism,,,Alternate Carbon metabolism,Alternate Carbon metabolism,Carbohydrate metabolism
MLTG4e,Maltodextrin glucosidase (maltohexaose),,,,Carbohydrate metabolism,,,Alternate Carbon metabolism,Alternate Carbon metabolism,Carbohydrate metabolism
MLTG5,Maltodextrin glucosidase (maltoheptaose),,,,Carbohydrate metabolism,,,Alternate Carbon metabolism,Alternate Carbon metabolism,Carbohydrate metabolism
MLTG5e,Maltodextrin glucosidase (maltoheptaose),,,,Carbohydrate metabolism,,,Alternate Carbon metabolism,Alternate Carbon metabolism,Carbohydrate metabolism
MLTP1,Maltodextrin phosphorylase (maltopentaose),,META:RXN-14284,,Carbohydrate metabolism,,,Alternate Carbon metabolism,Alternate Carbon metabolism,Carbohydrate metabolism
MLTP2,Maltodextrin phosphorylase (maltohexaose),,META:RXN-14285,,Carbohydrate metabolism,,,Alternate Carbon metabolism,Alternate Carbon metabolism,Carbohydrate metabolism
MLTP3,Maltodextrin phosphorylase (maltoheptaose),,META:RXN-14286,,Carbohydrate metabolism,,,Alternate Carbon metabolism,Alternate Carbon metabolism,Carbohydrate metabolism
MMCOAL,Aldehyde dehydrogenase (NAD+),R03383,,"Valine, leucine and isoleucine degradation",Amino acid metabolism,,,"Valine, leucine and isoleucine metabolism","Valine, leucine and isoleucine degradation",Amino acid metabolism
MME,methylmalonyl-CoA epimerase,R02765,METHYLMALONYL-COA-EPIM-RXN,"Propanoate metabolism, Valine, leucine and isoleucine degradation, Carbon fixation pathways in prokaryotes, Glyoxylate and dicarboxylate metabolism","Carbohydrate metabolism, Amino acid metabolism","Fermentation-to-Acids, Propionate-Degradation, Autotrophic-CO2-Fixation, Pyruvate-Propanoate-Fermentation, Energy-Metabolism","CARBOXYLATES-DEG, Fermentation-to-propanoate, CO2-Fixation, Fermentation, Pathways",Propanoate metabolism,"Valine, leucine and isoleucine degradation",Amino acid metabolism
MMM,methylmalonyl-CoA mutase,R00833,,"Propanoate metabolism, Valine, leucine and isoleucine degradation, Carbon fixation pathways in prokaryotes, Glyoxylate and dicarboxylate metabolism","Carbohydrate metabolism, Amino acid metabolism",,,Propanoate metabolism,"Valine, leucine and isoleucine degradation",Amino acid metabolism
MMSAD1,methylmalonate-semialdehyde dehydrogenase,R00922,1.2.1.27-RXN,"Valine, leucine and isoleucine degradation",Amino acid metabolism,Dinitrotoluene-Degradation,Nitroaromatic-Degradation,,"Valine, leucine and isoleucine degradation",Amino acid metabolism
MMSAD3,methylmalonate-semialdehyde dehydrogenase (malonic semialdehyde),R00705,RXN-2902,"Propanoate metabolism, Inositol phosphate metabolism, beta-Alanine metabolism","Metabolism of other amino acids, Carbohydrate metabolism",,,Propanoate metabolism,Propanoate metabolism,Carbohydrate metabolism
MMSAD5,"methylmalonate-semialdehyde dehydrogenase (methymalonate semialdehyde, non-decarboxylating)",R03381,,Propanoate metabolism,Carbohydrate metabolism,,,Propanoate metabolism,Propanoate metabolism,Carbohydrate metabolism
MMSYNA,MMSYNA,,RXN1A0-6143,,Biosynthesis of other secondary metabolites,,,Methylenomycin biosynthesis,Methylenomycin biosynthesis,Biosynthesis of other secondary metabolites
MMSYNB,MMSYNB,,RXN1A0-6144,,Biosynthesis of other secondary metabolites,,,Methylenomycin biosynthesis,Methylenomycin biosynthesis,Biosynthesis of other secondary metabolites
MMTSAO,methylmalonate-semialdehyde dehydrogenase (methymalonate semialdehyde),R00935,,Propanoate metabolism,Carbohydrate metabolism,,,Propanoate metabolism,Propanoate metabolism,Carbohydrate metabolism
MMYSYN1,MMYSYN1,,RXN1A0-6128,,Biosynthesis of other secondary metabolites,,,Methylenomycin biosynthesis,Methylenomycin biosynthesis,Biosynthesis of other secondary metabolites
MMYSYN2,MMYSYN2,,RXN1A0-6280,,Biosynthesis of other secondary metabolites,,,Methylenomycin biosynthesis,Methylenomycin biosynthesis,Biosynthesis of other secondary metabolites
