Column1;Reaction ID;Reaction name;kegg.reaction;biocyc;kegg.pathway;kegg.subsystem;subsystem;curated pathway;curated subsystem
1461;NTPP6;Nucleoside triphosphate pyrophosphorylase (atp);R00087;ATP-PYROPHOSPHATASE-RXN;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1462;NTPP7;Nucleoside triphosphate pyrophosphorylase (dttp);R11323;RXN0-5107;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1463;NTPP8;Nucleoside triphosphate pyrophosphorylase (utp);R00662;RXN-14139;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1464;NTPP9;Nucleoside triphosphate pyrophosphorylase (itp);R00720;RXN0-6382;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1465;NTPTP1;Nucleoside triphosphate tripolyhydrolase;R01856;DGTPTRIPHYDRO-RXN;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1466;NTPTP2;Nucleoside triphosphate tripolyhydrolase;;;;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1467;NTRIR2x;nitrite Reductase (NADH);R00787;;Nitrogen metabolism;Energy metabolism;Oxidative phosphorylation;;
1468;NTRIR2y;nitrite/sulphite reductase;R00789;;Nitrogen metabolism;Energy metabolism;Nitrogen metabolism;;
1469;O426ISO;(25S)-3-oxocholest-4-en-26-oyl-CoA racemase;;RXN-17645;;;;;
1470;O4OXOCYR;O-[5-(oxidonitroso)-4-oxocyclohex-2-en-1-ylidenenitroso]oxidanidolate reductase;;RXN-16308;;;;;
1471;OAADC;oxaloacetate carboxy-lyase (pyruvate-forming);R00217;;Pyruvate metabolism;Carbohydrate metabolism;Anaplerotic Reactions;;
1472;OCDOR;unknown enzyme;R00744;;Propanoate metabolism;Carbohydrate metabolism;Propanoate metabolism;;
1473;OCOAT1;3-oxoacid CoA-transferase (Succinyl-CoA: acetoacetate);R00410;RXNI-2;['Butanoate metabolism', 'Synthesis and degradation of ketone bodies', 'Valine, leucine and isoleucine degradation'];['Carbohydrate metabolism', 'Lipid metabolism', 'Amino acid metabolism'];Valine, leucine and isoleucine metabolism;;
1474;OCT;ornithine carbamoyltransferase (irreversible);R01398;RXN-13482;Arginine biosynthesis;Amino acid metabolism;Arginine and Proline metabolism;;
1475;OCTNLL;Octanoate non-lipoylated apo domain ligase;;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1476;OCTSYN;octalin synthase;;RXN-9475;;;;;
1477;OCTTT;trans-octaprenyltranstransferase;R07267;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1478;OGMEACPD;3-Oxo-glutaryl-[ACP] methyl ester dehydratase;R10117;;Biotin metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1479;OGMEACPR;3-Oxo-glutaryl-[ACP] methyl ester reductase;;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1480;OGMEACPS2;3-Oxo-glutaryl-[ACP] methyl ester synthase;;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1481;OHCUS;5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate carboxy-lyase [(S)-allantoin-forming];R06604;;Purine metabolism;Nucleotide metabolism;Purine and pyrimidine biosynthesis;;
1482;OHPBAT;O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase;R05085;PSERTRANSAMPYR-RXN;Vitamin B6 metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1483;OIVD1r;"2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate)";R01651;2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN;;Amino acid metabolism;Valine, leucine and isoleucine metabolism;;
1484;OIVD2;"2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate)";R01210;1.2.1.25-RXN;;Amino acid metabolism;Valine, leucine and isoleucine metabolism;;
1485;OIVD3;"2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate)";R03171;META:2KETO-3METHYLVALERATE-RXN;;Amino acid metabolism;Valine, leucine and isoleucine metabolism;;
1486;OMCDC;2-Oxo-4-methyl-3-carboxypentanoate decarboxylation;R01652;META:RXN-7800;Valine, leucine and isoleucine biosynthesis;Amino acid metabolism;Valine, leucine and isoleucine metabolism;;
1487;OMPDC;orotidine-5'-phosphate decarboxylase;R00965;OROTPDECARB-RXN;Pyrimidine metabolism;Nucleotide metabolism;Purine and pyrimidine biosynthesis;;
1488;ONTROOXR;O-[3-nitro-5-(oxidonitroso)-4-oxocyclohex-2-en-1-ylidenenitroso]oxidanidolate reductase;;RXN-16310;;;;;
1489;OP4ENH3;2-oxopent-4-enoate hydratase;R02601;RXN-13458;['Benzoate degradation', 'Phenylalanine metabolism', 'Dioxin degradation', 'Xylene degradation'];['Xenobiotics biodegradation and metabolism', 'Amino acid metabolism'];Tyrosine, Tryptophan, and Phenylalanine metabolism;;
1490;OPHBDC;3-octaprenyl-4-hydroxybenzoate decarboxylase;R04986;3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN;;;;;
1491;OPMEACPD;3-Oxo-pimeloyl-[ACP] methyl ester dehydratase;R10121;META:RXN-11481;Biotin metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1492;OPMEACPR;3-Oxo-pimeloyl-[ACP] methyl ester reductase;;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1493;OPMEACPS;3-Oxo-pimeloyl-[ACP] methyl ester synthase;;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1494;ORNDC;Ornithine Decarboxylase;R00670;ORNDECARBOX-RXN;['Arginine and proline metabolism', 'Glutathione metabolism'];['Metabolism of other amino acids', 'Amino acid metabolism'];Arginine and Proline metabolism;;
1495;ORNHYDXx;ornithine N-hydroxylase (NADH);R10790;RXN-13783;;;;;
1496;ORNHYDXy;ornithine N-hydroxylase (NADPH);R10789;RXN-13783_NADPH;;;;;
1497;ORNTA;ornithine transaminase;R00667;ORNITHINE-GLU-AMINOTRANSFORASE-RXN;Arginine and proline metabolism;Amino acid metabolism;Arginine and Proline metabolism;;
1498;ORNTAC;ornithine transacetylase;R02282;GLUTAMATE-N-ACETYLTRANSFERASE-RXN;Arginine biosynthesis;Amino acid metabolism;Arginine and Proline metabolism;;
1499;ORPT;orotate phosphoribosyltransferase;R01870;OROPRIBTRANS-RXN;Pyrimidine metabolism;Nucleotide metabolism;Purine and pyrimidine biosynthesis;;
1500;OXBPTA;phosphate acetyltransferase;R00993;;['Propanoate metabolism', 'C5-Branched dibasic acid metabolism'];Carbohydrate metabolism;Propanoate metabolism;;
1501;OXCDC;Oxalyl-CoA decarboxylase;R01908;OXALYL-COA-DECARBOXYLASE-RXN;Glyoxylate and dicarboxylate metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
1502;OXDHCOAT;3-oxo-5,6-dehydrosuberyl-CoA thiolase;;META:RXN0-6512;;Amino acid metabolism;Alternate Carbon metabolism;;
1503;OXOAEL;3-oxoadipate enol-lactone hydrolase;R02991;3-OXOADIPATE-ENOL-LACTONASE-RXN;Benzoate degradation;Xenobiotics biodegradation and metabolism;Benzoate metabolism;;
1504;OXPTNDH;glutarate-semialdehyde:NAD+ oxidoreductase;R02401;GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;Lysine degradation;Amino acid metabolism;Threonine and Lysine metabolism;;
1505;P2OLDH;"propan-2-ol dehydrogenase;isopropanol dehydrogenase";;RXN-17571;;;;;
1506;P4CADH;"pterin-4-alpha-carbinolamine dehydratase;pterin-4alpha-carbinolamine dehydratase";R04734;RXN-7908;;;;;
1507;P5CD;1-pyrroline-5-carboxylate dehydrogenase;R00707;PYRROLINECARBDEHYDROG-RXN;['Arginine and proline metabolism', 'Alanine, aspartate and glutamate metabolism'];Amino acid metabolism;Arginine and Proline metabolism;;
1508;P5CR;pyrroline-5-carboxylate reductase;R01251;PYRROLINECARBREDUCT-RXN;Arginine and proline metabolism;Amino acid metabolism;Arginine and Proline metabolism;;
1509;PAAT;"polyamine aminotransferase;putrescine aminotransferase";R08714;RXN-8;;;;;
1510;PACCOAE;ring 1,2-phenylacetyl-CoA epoxidase (NADPH);R09838;;;Amino acid metabolism;Alternate Carbon metabolism;;
1511;PACCOAL;phenylacetate-CoA ligase;R02539;RXN-10819;Phenylalanine metabolism;Amino acid metabolism;Alternate Carbon metabolism;;
1512;PACPTc;acetyl-CoA synthetase;R00926;;Propanoate metabolism;Carbohydrate metabolism;Propanoate metabolism;;
1513;PANTS;pantothenate synthase;R02473;PANTOATE-BETA-ALANINE-LIG-RXN;['Pantothenate and CoA biosynthesis', 'beta-Alanine metabolism'];['Metabolism of other amino acids', 'Metabolism of cofactors and vitamins'];Cofactor and Prosthetic Group Biosynthesis;;
1514;PAPA120;Phosphatidate phosphatase (n-C12:0);R02239;;['Glycerophospholipid metabolism', 'Glycerolipid metabolism'];Lipid metabolism;Glycerophospholipid metabolism;;
1515;PAPA140;Phosphatidate phosphatase (n-C14:0);R02239;;['Glycerophospholipid metabolism', 'Glycerolipid metabolism'];Lipid metabolism;Glycerophospholipid metabolism;;
1516;PAPA141;Phosphatidate phosphatase (n-C14:1);R02239;;['Glycerophospholipid metabolism', 'Glycerolipid metabolism'];Lipid metabolism;Glycerophospholipid metabolism;;
1517;PAPA150;Phosphatidate phosphatase (n-C15:0);R02239;;['Glycerophospholipid metabolism', 'Glycerolipid metabolism'];Lipid metabolism;Glycerophospholipid metabolism;;
1518;PAPA160;Phosphatidate phosphatase (n-C16:0);R02239;;['Glycerophospholipid metabolism', 'Glycerolipid metabolism'];Lipid metabolism;Glycerophospholipid metabolism;;
1519;PAPA161;Phosphatidate phosphatase (n-C16:1);R02239;;['Glycerophospholipid metabolism', 'Glycerolipid metabolism'];Lipid metabolism;Glycerophospholipid metabolism;;
1520;PAPA170;Phosphatidate phosphatase (n-C17:0);R02239;;['Glycerophospholipid metabolism', 'Glycerolipid metabolism'];Lipid metabolism;Glycerophospholipid metabolism;;
1521;PAPA180;Phosphatidate phosphatase (n-C18:0);R02239;;['Glycerophospholipid metabolism', 'Glycerolipid metabolism'];Lipid metabolism;Glycerophospholipid metabolism;;
1522;PAPA181;Phosphatidate phosphatase (n-C18:1);R02239;;['Glycerophospholipid metabolism', 'Glycerolipid metabolism'];Lipid metabolism;Glycerophospholipid metabolism;;
1523;PAPAai150;Phosphatidate phosphatase (ante-iso-C15:0);R02239;;['Glycerophospholipid metabolism', 'Glycerolipid metabolism'];Lipid metabolism;Glycerophospholipid metabolism;;
1524;PAPAai170;Phosphatidate phosphatase (ante-iso-C17:0);R02239;;['Glycerophospholipid metabolism', 'Glycerolipid metabolism'];Lipid metabolism;Glycerophospholipid metabolism;;
1525;PAPAi140;Phosphatidate phosphatase (iso-C14:0);R02239;;['Glycerophospholipid metabolism', 'Glycerolipid metabolism'];Lipid metabolism;Glycerophospholipid metabolism;;
1526;PAPAi150;Phosphatidate phosphatase (iso-C15:0);R02239;;['Glycerophospholipid metabolism', 'Glycerolipid metabolism'];Lipid metabolism;Glycerophospholipid metabolism;;
1527;PAPAi160;Phosphatidate phosphatase (iso-C16:0);R02239;;['Glycerophospholipid metabolism', 'Glycerolipid metabolism'];Lipid metabolism;Glycerophospholipid metabolism;;
1528;PAPAi170;Phosphatidate phosphatase (iso-C17:0);R02239;;['Glycerophospholipid metabolism', 'Glycerolipid metabolism'];Lipid metabolism;Glycerophospholipid metabolism;;
1529;PAPAi180;Phosphatidate phosphatase (iso-C18:0);R02239;;['Glycerophospholipid metabolism', 'Glycerolipid metabolism'];Lipid metabolism;Glycerophospholipid metabolism;;
1530;PAPPT3;phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate);R05630;;Peptidoglycan biosynthesis;Glycan biosynthesis and metabolism;Cell Envelope Biosynthesis;;
1531;PAPSR;phosphoadenylyl-sulfate reductase (thioredoxin);R02021;1.8.4.8-RXN;Sulfur metabolism;Energy metabolism;Cysteine metabolism;;
1532;PAPSR3;phosphoadenylyl-sulfate reductase (mycothiol);;;;Energy metabolism;Cysteine metabolism;;
1533;PC;pyruvate carboxylase;R00344;PYRUVATE-CARBOXYLASE-RXN;['Citrate cycle (TCA cycle)', 'Pyruvate metabolism', 'Carbon fixation pathways in prokaryotes'];Carbohydrate metabolism;Pyruvate metabolism;;
1534;PC11M;precorrin-4 C11-methyltransferase;R05181;2.1.1.133-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1535;PC17M;precorrin-3B C17-methyltransferase;R05180;2.1.1.131-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1536;PC20M;precorrin-2 C20-methyltransferase;R03948;2.1.1.130-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1537;PC3BS;precorrin-3B synthase;R05217;;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1538;PC6AR;precorrin-6A reductase;R05150;1.3.1.54-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1539;PC6AS;precorrin-6A synthase;R05219;R322-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1540;PC6YM;precorrin-6Y C5,15-methyltransferase (decarboxylating);R05149;META:2.1.1.132-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1541;PC8XM;precorrin-8X methylmutase;R05177;META:5.4.1.2-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1542;PCADYOX;protocatechuate 3,4-dioxygenase;R01631;PROTOCATECHUATE-34-DIOXYGENASE-RXN;['Benzoate degradation', 'Polycyclic aromatic hydrocarbon degradation'];Xenobiotics biodegradation and metabolism;Benzoate metabolism;;
1543;PCFO;Butyryl-CoA dehydrogenase;R00924;;beta-Alanine metabolism;Metabolism of other amino acids;Propanoate metabolism;;
1544;PCOATA;Propionyl-CoA-ACP transacylase;;;;Lipid metabolism;Membrane Lipid metabolism;;
1545;PCPSredO;peptidyl-carrier protein synthase (redO);;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1546;PCPpdsredO;peptidyl-carrier-protein phosphodiesterase (redO);;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1547;PDE1;3',5'-cyclic-nucleotide phosphodiesterase;R00191;RXN0-5038;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1548;PDE4;3',5'-cyclic-nucleotide phosphodiesterase;R01234;35-CYCLIC-GMP-PHOSPHODIESTERASE-RXN;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1549;PDH;pyruvate dehydrogenase;R00209;PYRUVDEH-RXN;;Carbohydrate metabolism;Glycolysis/Gluconeogenesis;;
1550;PDH3;Pyruvate dehydrogenase (cytochrome);R03145;;Pyruvate metabolism;Carbohydrate metabolism;Pyruvate metabolism;;
1551;PDH4;pyruvate dehydrogenase (acetyl-transferring);;;;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism;;
1552;PDHe3hr;Dihydrolipoamide dehydrogenase;R01698;;;Amino acid metabolism;Glycine, serine and threonine metabolism;;
1553;PDX5POi;pyridoxine 5'-phosphate oxidase;R00278;PNPOXI-RXN;Vitamin B6 metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1554;PEAMNO;Phenethylamine oxidase;R02613;;Phenylalanine metabolism;Amino acid metabolism;Tyrosine, Tryptophan, and Phenylalanine metabolism;;
1555;PENAM;Penicillin amidohydrolase;R04103;;;Amino acid metabolism;Cysteine metabolism;;
1556;PEPCK;phosphoenolpyruvate carboxykinase (GTP);R00431;4.1.1.32-RXN;['Citrate cycle (TCA cycle)', 'Pyruvate metabolism', 'Glycolysis / Gluconeogenesis'];Carbohydrate metabolism;Anaplerotic Reactions;;
1557;PFK;phosphofructokinase;R00756;;Methane metabolism;['Carbohydrate metabolism', 'Energy metabolism'];Glycolysis/Gluconeogenesis;;
1558;PFK_2;Phosphofructokinase;R03236;TAGAKIN-RXN;Galactose metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
1559;PFK_3;phosphofructokinase (s7p);R01843;RXN0-6541;;Carbohydrate metabolism;Pentose phosphate pathway;;
1560;PGAMT;phosphoglucosamine mutase;R02060;5.4.2.10-RXN;Amino sugar and nucleotide sugar metabolism;Carbohydrate metabolism;Cell Envelope Biosynthesis;;
1561;PGCD;phosphoglycerate dehydrogenase;R01513;PGLYCDEHYDROG-RXN;['Glycine, serine and threonine metabolism', 'Methane metabolism'];['Energy metabolism', 'Amino acid metabolism'];Glycine, serine and threonine metabolism;;
1562;PGI;glucose-6-phosphate isomerase;R00771;;Starch and sucrose metabolism;Carbohydrate metabolism;Glycolysis/Gluconeogenesis;;
1563;PGIA;alpha-D-Glucose 6-phosphate ketol-isomerase;R02740;RXN-6182;['Amino sugar and nucleotide sugar metabolism', 'Glycolysis / Gluconeogenesis', 'Pentose phosphate pathway'];Carbohydrate metabolism;Glycolysis/Gluconeogenesis;;
1564;PGK;phosphoglycerate kinase;R01512;PHOSGLYPHOS-RXN;['Carbon fixation in photosynthetic organisms', 'Glycolysis / Gluconeogenesis'];Carbohydrate metabolism;Glycolysis/Gluconeogenesis;;
1565;PGL;6-phosphogluconolactonase;R02035;6PGLUCONOLACT-RXN;Pentose phosphate pathway;Carbohydrate metabolism;Pentose phosphate pathway;;
1566;PGLYCP;"2-phosphoglycerate phosphatase;phosphoglycolate phosphatase;";R01334;GPH-RXN;;;;;
1567;PGM;phosphoglycerate mutase;R01518;RXN-15513;['Glycolysis / Gluconeogenesis', 'Glycine, serine and threonine metabolism', 'Methane metabolism'];['Carbohydrate metabolism', 'Energy metabolism', 'Amino acid metabolism'];Glycolysis/Gluconeogenesis;;
1568;PGMT;phosphoglucomutase;R08639;RXN66-532;['Starch and sucrose metabolism', 'Streptomycin biosynthesis'];['Carbohydrate metabolism', 'Biosynthesis of other secondary metabolites'];Alternate Carbon metabolism;;
1569;PGSA120;Phosphatidylglycerol synthase (n-C12:0);R01801;;Glycerophospholipid metabolism;Lipid metabolism;Glycerophospholipid metabolism;;
1570;PGSA140;Phosphatidylglycerol synthase (n-C14:0);R01801;;Glycerophospholipid metabolism;Lipid metabolism;Glycerophospholipid metabolism;;
1571;PGSA141;Phosphatidylglycerol synthase (n-C14:1);R01801;;Glycerophospholipid metabolism;Lipid metabolism;Glycerophospholipid metabolism;;
1572;PGSA150;Phosphatidylglycerol synthase (n-C15:0);R01801;;Glycerophospholipid metabolism;Lipid metabolism;Glycerophospholipid metabolism;;
1573;PGSA160;Phosphatidylglycerol synthase (n-C16:0);R01801;;Glycerophospholipid metabolism;Lipid metabolism;Glycerophospholipid metabolism;;
1574;PGSA161;Phosphatidylglycerol synthase (n-C16:1);R01801;;Glycerophospholipid metabolism;Lipid metabolism;Glycerophospholipid metabolism;;
1575;PGSA170;Phosphatidylglycerol synthase (n-C17:0);R01801;;Glycerophospholipid metabolism;Lipid metabolism;Glycerophospholipid metabolism;;
1576;PGSA180;Phosphatidylglycerol synthase (n-C18:0);R01801;;Glycerophospholipid metabolism;Lipid metabolism;Glycerophospholipid metabolism;;
1577;PGSA181;Phosphatidylglycerol synthase (n-C18:1);R01801;;Glycerophospholipid metabolism;Lipid metabolism;Glycerophospholipid metabolism;;
1578;PGSAai150;Phosphatidylglycerol synthase (ante-iso-C15:0);R01801;;Glycerophospholipid metabolism;Lipid metabolism;Glycerophospholipid metabolism;;
1579;PGSAai170;Phosphatidylglycerol synthase (ante-iso-C17:0);R01801;;Glycerophospholipid metabolism;Lipid metabolism;Glycerophospholipid metabolism;;
1580;PGSAi140;Phosphatidylglycerol synthase (iso-C14:0);R01801;;Glycerophospholipid metabolism;Lipid metabolism;Glycerophospholipid metabolism;;
1581;PGSAi150;Phosphatidylglycerol synthase (iso-C15:0);R01801;;Glycerophospholipid metabolism;Lipid metabolism;Glycerophospholipid metabolism;;
1582;PGSAi160;Phosphatidylglycerol synthase (iso-C16:0);R01801;;Glycerophospholipid metabolism;Lipid metabolism;Glycerophospholipid metabolism;;
1583;PGSAi170;Phosphatidylglycerol synthase (iso-C17:0);R01801;;Glycerophospholipid metabolism;Lipid metabolism;Glycerophospholipid metabolism;;
1584;PGSAi180;Phosphatidylglycerol synthase (iso-C18:0);R01801;;Glycerophospholipid metabolism;Lipid metabolism;Glycerophospholipid metabolism;;
1585;PHACTE;phenylacetyl-CoA thioesterase;R09840;RXN0-7104;Phenylalanine metabolism;Amino acid metabolism;Alternate Carbon metabolism;;
1586;PHCD;L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase;R04444;HYDROXYPYRROLINEDEH-RXN;Arginine and proline metabolism;Amino acid metabolism;Arginine and Proline metabolism;;
1587;PHCHGS;L-1-Pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-Hydroxyglutamate semialdehyde;R04443;RXN-14471;Arginine and proline metabolism;Amino acid metabolism;Arginine and Proline metabolism;;
1588;PHETA1;phenylalanine transaminase;R00694;RXN-10814;['Tropane, piperidine and pyridine alkaloid biosynthesis', 'Phenylalanine metabolism', 'Phenylalanine, tyrosine and tryptophan biosynthesis'];Amino acid metabolism;Tyrosine, Tryptophan, and Phenylalanine metabolism;;
1589;PHETRS;Phenylalanyl-tRNA synthetase;R03660;;Aminoacyl-tRNA biosynthesis;Other;tRNA Charging;;
1590;PHYCBOXL;L-Phenylalanine carboxy-lyase;R00699;PHENYLALANINE-DECARBOXYLASE-RXN;Phenylalanine metabolism;Amino acid metabolism;Tyrosine, Tryptophan, and Phenylalanine metabolism;;
