"Rxn","Rxn Name","Rxn KEGG ID","Reversibility in model","Reversibility in MetaCyc"
"SERt2r","L-serine reversible transport via proton symport","","reversible"," "
"SKMt2","shikimate transport in via proton symport","","forward only"," "
"SPMDabc","spermidine transport via ABC system","","forward only"," "
"SPMDt3","spermidine transport out via proton antiport","","forward only"," "
"SUCCt2_2","succinate transport via proton symport (2 H)","","forward only"," "
"TARTt2_3","D-tartrate transport via proton symport (3 H)","","forward only",""
"TAURabc","taurine transport via ABC system","","forward only",""
"THMabc","thiamine transport via ABC system","","forward only",""
"THMDt2","thymidine transport in via proton symport, reversible","","reversible",""
"THRabc","L-threonine transport via ABC system","","forward only",""
"THRt2","L-threonine efflux transport via proton antiport","","forward only",""
"THYMt3r","thymine transport out via proton antiport, reversible","","reversible",""
"TREabc","trehalose transport via ABC system","","forward only",""
"TRPt2r","L-tryptophan reversible transport via proton symport","","reversible",""
"TYRt2r","L-tyrosine reversible transport via proton symport","","reversible",""
"URAt2","uracil transport in via proton symport, reversible","","reversible",""
"UREAt","Urea transport via facilitate diffusion","","reversible",""
"URIt2","uridine transport in via proton symport, reversible","","reversible",""
"VALabc","L-valine transport via ABC system","","forward only",""
"VANK","Vanillate/proton symport transport","","reversible",""
"XANt2","xanthine transport in via proton symport","","forward only",""
"XTSNt2","Xanthosine transport via proton symport","","reversible",""
"XYLabc","D-xylose transport via ABC system","","forward only",""
"XYLTabc","xylitol transport via ABC system","","forward only",""
"ALATRS","Alanyl-tRNA synthetase","R03038","forward only","irreversible"
"ARGTRS","Arginyl-tRNA synthetase","R03646","forward only","irreversible"
"ASNTRS","Asparaginyl-tRNA synthetase","R03648","forward only","irreversible"
"ASPTRS","Aspartyl-tRNA synthetase","R05577","forward only","irreversible"
"CYSTRS","Cysteinyl-tRNA synthetase","R03650","forward only","irreversible"
"FMETTRS","Methionyl-tRNA formyltransferase","R03940","forward only","irreversible"
"GLNTRS","Glutaminyl-tRNA synthetase","R03652","forward only","irreversible"
"GLYTRS","Glycyl-tRNA synthetase","R03654","forward only","irreversible"
"HISTRS","Histidyl-tRNA synthetase","R03655","forward only","irreversible"
"ILETRS","Isoleucyl-tRNA synthetase","R03656","forward only","irreversible"
"LEUTRS","Leucyl-tRNA synthetase","R03657","forward only","irreversible"
"LYSTRS","Lysyl-tRNA synthetase","R03658","forward only","irreversible"
"METTRS","Methionyl-tRNA synthetase","R03659","forward only","irreversible"
"PHETRS","Phenylalanyl-tRNA synthetase","R03660","forward only","irreversible"
"PROTRS","Prolyl-tRNA synthetase","R03661","forward only","irreversible"
"SERTRS","Seryl-tRNA synthetase","R03662","forward only","irreversible"
"THRTRS","Threonyl-tRNA synthetase","R03663","forward only","irreversible"
"TRPTRS","Tryptophanyl-tRNA synthetase","R03664","forward only","irreversible"
"TYRTRS","tyrosyl-tRNA synthetase","R02918","forward only","irreversible"
"VALTRS","Valyl-tRNA synthetase","R03665","forward only","irreversible"
"34HPPOR","4-Hydroxyphenylpyruvate:oxygen oxidoreductase","R02521","forward only","irreversible"
"ANPRT","anthranilate phosphoribosyltransferase","R01073","forward only","Reversible"
"ANS","anthranilate synthase","R00986","forward only","Reversible"
"CHORM","chorismate mutase","R01715","forward only","Reversible"
"CHORS","chorismate synthase","R01714","forward only","irreversible"
"DDPA","3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase","R01826","forward only","Reversible"
"DHQS","3-dehydroquinate synthase","R03083","forward only","irreversible"
"DHQTi","3-dehydroquinate dehydratase, irreversible","R03084","forward only","Reversible"
"FANH","N-Formylanthranilate amidohydrolase","R00988","forward only"," "
"FKYNH","N-Formyl-L-kynurenine amidohydrolase","R01959","forward only","irreversible"
"FUMAC","fumarylacetoacetase","R01364","forward only","irreversible"
"HGNTOR","Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)","R02519","forward only","irreversible"
"HKYNH","3-Hydroxy-L-kynurenine hydrolase","R02668","forward only","irreversible"
"IGPS","indole-3-glycerol-phosphate synthase","R03508","forward only","irreversible"
"KYN","kynureninase","R00987","forward only","irreversible"
"LFORKYNHYD","L-Formylkynurenine hydrolase","R03936","forward only"," "
"MACACI","maleylacetoacetate isomerase","R03181","forward only","irreversible"
"PEAMNO","Phenethylamine oxidase","R02613","forward only","irreversible"
"PHETA1","phenylalanine transaminase","R00694","reversible","Reversible"
"PHYCBOXL","L-Phenylalanine carboxy-lyase","R00699","forward only","irreversible"
"PPND","prephenate dehydrogenase","R01728","forward only","irreversible"
"PPNDH","prephenate dehydratase","R01373","forward only","Reversible"
"PRAIi","phosphoribosylanthranilate isomerase (irreversible)","R03509","forward only","irreversible"
"PSCVT","3-phosphoshikimate 1-carboxyvinyltransferase","R03460","reversible","Reversible"
"SHK3Dr","shikimate dehydrogenase","R02413","reversible","irreversible"
"SHKK","shikimate kinase","R02412","forward only","Reversible"
"TRPO2","L-Tryptophan:oxygen 2,3-oxidoreductase (decyclizing)","R00678","forward only","irreversible"
"TRPS1","tryptophan synthase (indoleglycerol phosphate)","R02722","forward only","irreversible"
"TRPS2","tryptophan synthase (indole)","R00674","forward only","irreversible"
"TRPS3","tryptophan synthase (indoleglycerol phosphate)","R02340","forward only","Reversible"
"TYRTA","tyrosine transaminase","R00734","reversible","Reversible"
"ACONIs","aconitate isomerase (spontaneous)","R02244","reversible","Reversible"
"ACONMT","Trans-aconitate methyltransferase","R05763","forward only","irreversible"
"ATPM","ATP maintenance requirement","","forward only",""
"BETALDHx","betaine-aldehyde dehydrogenase","R02565","forward only","Reversible"
"BETALDHy","betaine-aldehyde dehydrogenase","R02566","forward only"," "
"CAT","catalase","R00009","forward only","irreversible"
"CCCR","crotonyl-CoA carboxylase/reductase","R09291","forward only"," "
"CHOLD","choline dehydrogenase","R08557","forward only","irreversible"
"EMCCCM","(2R)-ethylmalonyl-CoA CoA-carbonylmutase","R09292","reversible","irreversible"
"EME","ethylmalonyl-CoA epimerase","R09979","reversible"," "
"GTHPi","glutathione peridoxase","R00274","forward only","irreversible"
"HCO3E","HCO3 equilibration reaction","R10092","reversible"," "
"PRDX","Peroxidase (multiple substrates)","R00602","forward only","irreversible"
"SPODM","superoxide dismutase","R00275","forward only","irreversible"
"THIORDXi","hydrogen peroxide reductase (thioredoxin)","","forward only",""
"REDS1","Malonyl-CoA-ACP transacylase (undecylprodigiosin ACP (redQ))","R01626","reversible","irreversible"
"REDS10","3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)","R04957","forward only","  "
"REDS11","3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)","R04536","reversible"," "
"REDS12","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)","R04537","forward only"," "
"REDS13x","enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0)","R04958","forward only"," "
"REDS13y","enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0)","R04959","forward only"," "
"REDS14","3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)","R04960","forward only"," "
"REDS15","3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)","R04534","reversible"," "
"REDS16","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)","R04535","forward only"," "
"REDS17x","enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)","R04961","forward only"," "
"REDS17y","enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0)","R04962","forward only"," "
"REDS18","3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)","R04963","forward only"," "
"REDS19","3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)","R04964","reversible"," "
"REDS2","beta-ketoacyl-ACP synthase (2) (undecylprodigiosin ACP)","R10707","forward only"," "
"REDS20","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)","R04965","forward only"," "
"REDS21x","enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)","R04724","forward only"," "
"REDS21y","enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)","R04725","forward only"," "
"REDS22","dodecanoyl-redQ thioesterase","R04014","forward only"," "
"REDS23","acyl-[acyl-carrier-protein] synthetase  (n-C12:0)","","forward only",""
"REDS24","dodecanoyl imtermediate transferase","","forward only",""
"REDS25","3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)","","forward only",""
"REDS26","glycine acyltransferase/alpha-oxoamine synthase","","forward only",""
"REDS27","2-undecyl-4-pyrrolinone reductase/dehydratase","","forward only",""
"REDS28","L-prolyladenylate synthase","","forward only",""
"REDS29","L-prolyladenylate-PCP transaminoacylase","","forward only",""
"REDS3","3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)","R04533","reversible"," "
"REDS30","L-prolyl-RedO oxidase","","forward only",""
"REDS31","pyrrole-2-carboxyl intermediate transferase","","forward only",""
"REDS32","Malonyl-CoA-ACP transacylase (undecylprodigiosin ACP (redN))","R01626","reversible"," "
"REDS33","beta-keto-beta-pyrrolyl-propanoyl-[acyl-carrier-protein] synthase","","forward only",""
"REDS34","L-serine acyltransferase/alpha-oxoamine synthase","","forward only",""
"REDS35","4-hydroxy-2,2-bipyrrole-5-methanol methyltransferase","","forward only",""
"REDS36","4-methoxy-2,2-bipyrrole-5-methanol dehydrogenase","","forward only",""
"REDS37","undecylprodigiosin synthase","","forward only",""
"REDS4","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)","R04428","forward only"," "
"REDS5x","enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0)","R04429","forward only"," "
"REDS5y","enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0)","R04430","forward only"," "
"REDS6","3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)","R04952","forward only"," "
"REDS7","3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)","R04953","reversible"," "
"REDS8","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)","R04954","forward only"," "
"REDS9x","enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)","R04955","forward only"," "
"REDS9y","enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0)","R04956","forward only"," "
"3HBCOAHL","3-hydroxyisobutyryl-CoA hydrolase","R05064","reversible","irreversible"
"MACCOAT","acetyl-CoA C-acetyltransferase","R00927","reversible","Reversible"
"ACHBS","2-aceto-2-hydroxybutanoate synthase","R08648","forward only","irreversible"
"ACLS","acetolactate synthase","R00226","forward only","irreversible"
"MBCOAi","acyl-CoA dehydrogenase (Isovaleryl-CoA)","R04095","forward only"," "
"ACOAD9","acyl-CoA dehydrogenase (Isobutiryl-CoA)","","forward only",""
"ACOADH1","acyl-CoA dehydrogenase (2-Methyl-butanoyl-CoA)","","forward only",""
"DHAD1","dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)","R04441","forward only","irreversible"
"DHAD2","Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)","R05070","forward only","irreversible"
"ECOAH12","3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA)","R04224","forward only","Reversible"
"ECOAH9ir","2-Methylprop-2-enoyl-CoA (2-Methylbut-2-enoyl-CoA)","R04204","forward only","Reversible"
"HACD9","3-hydroxyacyl-CoA dehydrogenase (2-Methylacetoacetyl-CoA)","R04203","reversible","Reversible"
"HIBD","3-hydroxyisobutyrate dehydrogenase","R05066","reversible"," "
"HMGL","hydroxymethylglutaryl-CoA lyase","R01360","forward only","irreversible"
"ILEDHr","isoleucine dehydrogenase (NAD, irreversible)","R02196","forward only","irreversible"
"ILETA","isoleucine transaminase","R02199","forward only","Reversible"
"IPMD","3-isopropylmalate dehydrogenase","R04426","forward only","irreversible"
"IPPMIa","3-isopropylmalate dehydratase","R04001","reversible","Reversible"
"IPPMIb","2-isopropylmalate hydratase","R03968","reversible","Reversible"
"IPPS","2-isopropylmalate synthase","R01213","forward only","irreversible"
"KARA1i","acetohydroxy acid isomeroreductase","R04439","forward only","irreversible"
"KARA2","ketol-acid reductoisomerase (2-Aceto-2-hydroxybutanoate)","","forward only",""
"LEUTA","leucine transaminase","R01090","forward only","Reversible"
"MCCC","methylcrotonoyl-CoA carboxylase","R04138","forward only","irreversible"
"MGCH","methylglutaconyl-CoA hydratase","R02085","reversible","Reversible"
"OCOAT1","3-oxoacid CoA-transferase (Succinyl-CoA: acetoacetate)","R00410","forward only","Reversible"
"OIVD1r","2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate)","R01651","forward only","irreversible"
"OIVD2","2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate)","R01210","forward only","irreversible"
"OIVD3","2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate)","R03171","forward only","Reversible"
"OMCDC","2-Oxo-4-methyl-3-carboxypentanoate decarboxylation","R01652","forward only","irreversible"
"THRD_L","L-threonine deaminase","R00996","forward only","irreversible"
"VALDHr","valine dehydrogenase (NAD, irreversible)","R01434","forward only","Reversible"
"VALTA","valine transaminase","R01214","forward only","Reversible"
"GLUKB","glucokinase-bglc","R01600","forward only"," "
"PPS","Pyruvate,water dikinase","R00199","forward only","Reversible"
"PPCK","Phosphoenolpyruvate carboxykinase (ATP)","R00341","forward only","irreversible"
"PDH3","Pyruvate dehydrogenase (cytochrome)","R03145","forward only","irreversible"
"SBP_1","Phosphoric-monoester hydrolases","R01845","forward only","irreversible"
"DGC2D","2-deoxy-D-gluconate 3-dehydrogenase","","forward only",""
"ARAB2r","aldehyde reductase","R01758","reversible","Reversible"
"ABT2DG","L-arabinitol 2-dehydrogenase","R02441","reversible"," "
"ABTD","L-arabinitol 4-dehydrogenase","R01903","reversible","Reversible"
"XYLR2","D-iditol 2-dehydrogenase","R05831","forward only",""
"XYLR3","aldehyde reductase","R09477","reversible"," "
"XYLTD_D","D-xylulose reductase","R01896","forward only","Reversible"
"GMAND","GDP-mannose 4,6-dehydratase","R00888","forward only","irreversible"
"KHK","D-fructose 1-phosphotransferase","R00866","forward only","irreversible"
"G1PTT","glucose-1-phosphate cytidylyltransferase","R02328","forward only","irreversible"
"DTDPG4E","UDP-glucose 4-epimerase","R02984","reversible"," "
"GALT","UTP--hexose-1-phosphate uridylyltransferase","R00502","forward only","Reversible"
"STACHGALACT","Alpha-galactosidase","R03634","forward only"," "
"GALM1","Aldose 1-epimerase","","reversible",""
"S6PGB","6-phospho-beta-glucosidase","R05134","forward only","irreversible"
"LYXE","D-lyxose ketol-isomerase","","reversible",""
